,Unnamed: 0.1,Unnamed: 0,school_type,address,phone_number,fax_number,school_email,management_email,office_email,website,miur_code,school_name,school_id,institute_id,institute_id_number,municipalityISTITUTO,institute_uri,stage
540,540,540,Provincial,"Via Durone, 53",+39 0465 321735,+39 0465 322811,guetti@pec.provincia.tn.it,dir.guetti@scuole.provincia.tn.it,segr.guetti@scuole.provincia.tn.it,http://www.guetti.tn.it,TNPS007014,LICEO DELLE SCIENZE UMANE,29777,/Scuole/ISTITUTO-DI-ISTRUZIONE-L.-Guetti-TIONE-DI-TRENTO2,216,Tione di Trento,TNIS00700N,High School
541,541,541,Provincial,"Via Durone, 53",+39 0465 321735,+39 0465 322811,guetti@pec.provincia.tn.it,dir.guetti@scuole.provincia.tn.it,segr.guetti@scuole.provincia.tn.it,http://www.guetti.tn.it,TNPS007014,LICEO LINGUISTICO,29778,/Scuole/ISTITUTO-DI-ISTRUZIONE-L.-Guetti-TIONE-DI-TRENTO2,216,Tione di Trento,TNIS00700N,High School
542,542,542,Provincial,"Via Durone, 53",+39 0465 321735,+39 0465 322811,guetti@pec.provincia.tn.it,dir.guetti@scuole.provincia.tn.it,segr.guetti@scuole.provincia.tn.it,http://www.guetti.tn.it,TNPS007014,LICEO SCIENTIFICO,29779,/Scuole/ISTITUTO-DI-ISTRUZIONE-L.-Guetti-TIONE-DI-TRENTO2,216,Tione di Trento,TNIS00700N,High School
543,543,543,Provincial,"Via Durone, 53",+39 0465 321735,+39 0465 322811,guetti@pec.provincia.tn.it,dir.guetti@scuole.provincia.tn.it,segr.guetti@scuole.provincia.tn.it,http://www.guetti.tn.it,TNPS007014,LICEO SCIENTIFICO OPZIONE SCIENZE APPLICATE,29780,/Scuole/ISTITUTO-DI-ISTRUZIONE-L.-Guetti-TIONE-DI-TRENTO2,216,Tione di Trento,TNIS00700N,High School
544,544,544,Provincial,"Via S Pietro, 4",+39 0461 511397,+39 0461 531743,curie@pec.provincia.tn.it,dir.curie.pergine@scuole.provincia.tn.it,segr.curie.pergine@scuole.provincia.tn.it,http://www.curiepergine.it,TNCT703003,EDUCAZIONE PER ADULTI RELATIVA AL PRIMO CICLO,29791,/Scuole/ISTITUTO-DI-ISTRUZIONE-M.-Curie-PERGINE-VALSUGANA2,217,Pergine Valsugana,TNIS004006,Middle School
545,545,545,Provincial,"Viale Vittorio Emanuele, 5",+39 0461 706012,+39 0461 531743,curie@pec.provincia.tn.it,dir.curie.pergine@scuole.provincia.tn.it,segr.curie.pergine@scuole.provincia.tn.it,http://www.curiepergine.it,TNRC004015,ISTITUTO TECNICO PER IL SETTORE ECONOMICO - LEVICO,29792,/Scuole/ISTITUTO-DI-ISTRUZIONE-M.-Curie-PERGINE-VALSUGANA2,217,Levico Terme,TNIS004006,High School
546,546,546,Provincial,"VIA SAN PIETRO, 4",+39 0461 511397,+39 0461 531743,curie@pec.provincia.tn.it,dir.curie.pergine@scuole.provincia.tn.it,segr.curie.pergine@scuole.provincia.tn.it,http://www.curiepergine.it,TNTD00401C,ISTITUTO TECNICO PER IL SETTORE ECONOMICO - PERGINE,29793,/Scuole/ISTITUTO-DI-ISTRUZIONE-M.-Curie-PERGINE-VALSUGANA2,217,Pergine Valsugana,TNIS004006,High School
547,547,547,Provincial,"Via S Pietro, 4",+39 0461 511397,+39 0461 531743,curie@pec.provincia.tn.it,dir.curie.pergine@scuole.provincia.tn.it,segr.curie.pergine@scuole.provincia.tn.it,http://www.curiepergine.it,TNTD00450R,ISTITUTO TECNICO PER IL SETTORE ECONOMICO SERALE,29794,/Scuole/ISTITUTO-DI-ISTRUZIONE-M.-Curie-PERGINE-VALSUGANA2,217,Pergine Valsugana,TNIS004006,High School
548,548,548,Provincial,"Via S Pietro, 4",+39 0461 511397,+39 0461 531743,curie@pec.provincia.tn.it,dir.curie.pergine@scuole.provincia.tn.it,segr.curie.pergine@scuole.provincia.tn.it,http://www.curiepergine.it,TNTD00401C,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,29795,/Scuole/ISTITUTO-DI-ISTRUZIONE-M.-Curie-PERGINE-VALSUGANA2,217,Pergine Valsugana,TNIS004006,High School
549,549,549,Provincial,"Via S Pietro, 4",+39 0461 511397,+39 0461 531743,curie@pec.provincia.tn.it,dir.curie.pergine@scuole.provincia.tn.it,segr.curie.pergine@scuole.provincia.tn.it,http://www.curiepergine.it,TNTD00450R,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE,29796,/Scuole/ISTITUTO-DI-ISTRUZIONE-M.-Curie-PERGINE-VALSUGANA2,217,Pergine Valsugana,TNIS004006,High School
550,550,550,Provincial,"Via S Pietro, 4",+39 0461 511397,+39 0461 531743,curie@pec.provincia.tn.it,dir.curie.pergine@scuole.provincia.tn.it,segr.curie.pergine@scuole.provincia.tn.it,http://www.curiepergine.it,TNPS00401L,LICEO DELLE SCIENZE UMANE,29797,/Scuole/ISTITUTO-DI-ISTRUZIONE-M.-Curie-PERGINE-VALSUGANA2,217,Pergine Valsugana,TNIS004006,High School
551,551,551,Provincial,"VIA SAN PIETRO, 4",+39 0461 511397,+39 0461 531743,curie@pec.provincia.tn.it,dir.curie.pergine@scuole.provincia.tn.it,segr.curie.pergine@scuole.provincia.tn.it,http://www.curiepergine.it,TNPS00401L,LICEO DELLE SCIENZE UMANE OPZIONE ECONOMICO SOCIALE,29798,/Scuole/ISTITUTO-DI-ISTRUZIONE-M.-Curie-PERGINE-VALSUGANA2,217,Pergine Valsugana,TNIS004006,High School
552,552,552,Provincial,"Via S Pietro, 4",+39 0461 511397,+39 0461 531743,curie@pec.provincia.tn.it,dir.curie.pergine@scuole.provincia.tn.it,segr.curie.pergine@scuole.provincia.tn.it,http://www.curiepergine.it,TNPS00401L,LICEO LINGUISTICO,29799,/Scuole/ISTITUTO-DI-ISTRUZIONE-M.-Curie-PERGINE-VALSUGANA2,217,Pergine Valsugana,TNIS004006,High School
553,553,553,Provincial,"Via S Pietro, 4",+39 0461 511397,+39 0461 531743,curie@pec.provincia.tn.it,dir.curie.pergine@scuole.provincia.tn.it,segr.curie.pergine@scuole.provincia.tn.it,http://www.curiepergine.it,TNPS00401L,LICEO SCIENTIFICO,29800,/Scuole/ISTITUTO-DI-ISTRUZIONE-M.-Curie-PERGINE-VALSUGANA2,217,Pergine Valsugana,TNIS004006,High School
554,554,554,Provincial,"Via Delle Scuole, 9",+39 0461 684978,+39 0461 499283,scuolainfanzia.paludigiovo@scuole.provincia.tn.it,,circolo.coordinamento06@provincia.tn.it,,,"SCUOLA DELL'INFANZIA DI GIOVO ""IL PELLICANO""",29365,/Scuole/Circolo-di-coordinamento-n.-64,218,Giovo,CIRCOLO DI COORDINAMENTO N. 6,Kindergarten
555,555,555,Provincial,"Piazza Municipio - Grumes, 10",+39 0461 685022,+39 0461 499283,scuolainfanzia.grumes@scuole.provincia.tn.it,,circolo.coordinamento06@provincia.tn.it,,,SCUOLA DELL'INFANZIA DI GRUMES,29366,/Scuole/Circolo-di-coordinamento-n.-64,218,Altavalle,CIRCOLO DI COORDINAMENTO N. 6,Kindergarten
556,556,556,Provincial,"Via Alla Formigheta, 4",+39 0461 830411,+39 0461 499283,scuolainfanzia.martignano@scuole.provincia.tn.it,,circolo.coordinamento06@provincia.tn.it,,,"SCUOLA DELL'INFANZIA DI TRENTO MARTIGNANO ""ARCOBALENO""",29367,/Scuole/Circolo-di-coordinamento-n.-64,218,Trento,CIRCOLO DI COORDINAMENTO N. 6,Kindergarten
557,557,557,Provincial,"Via Delle Sugarine, 38",+39 0461 991187,+39 0461 499283,scuolainfanzia.meano@scuole.provincia.tn.it,,circolo.coordinamento06@provincia.tn.it,,,"SCUOLA DELL'INFANZIA DI TRENTO MEANO ""M. R. GIOBATTA PARTELLONI""",29368,/Scuole/Circolo-di-coordinamento-n.-64,218,Trento,CIRCOLO DI COORDINAMENTO N. 6,Kindergarten
558,558,558,Provincial,"Localita Melta, 14",+39 0461 991622,+39 0461 499283,scuolainfanzia.melta@scuole.provincia.tn.it,,circolo.coordinamento06@provincia.tn.it,,,"SCUOLA DELL'INFANZIA DI TRENTO MELTA DI GARDOLO ""IL GIRASOLE""",29369,/Scuole/Circolo-di-coordinamento-n.-64,218,Trento,CIRCOLO DI COORDINAMENTO N. 6,Kindergarten
559,559,559,Provincial,"Via Dei Solteri, 24",+39 0461 821343,+39 0461 499283,scuolainfanzia.solteri@scuole.provincia.tn.it,,circolo.coordinamento06@provincia.tn.it,,,"SCUOLA DELL'INFANZIA DI TRENTO SOLTERI ""IL QUADRIFOGLIO""",29370,/Scuole/Circolo-di-coordinamento-n.-64,218,Trento,CIRCOLO DI COORDINAMENTO N. 6,Kindergarten
560,560,560,Provincial,"Via Conti Spaur, 2",+39 0461 241060,+39 0461 499283,scuolainfanzia.zambana@scuole.provincia.tn.it,,circolo.coordinamento06@provincia.tn.it,,,"SCUOLA DELL'INFANZIA DI ZAMBANA ""GIROTONDO""",29371,/Scuole/Circolo-di-coordinamento-n.-64,218,Terre d'Adige,CIRCOLO DI COORDINAMENTO N. 6,Kindergarten
561,561,561,Provincial,"Piazza S Lorenzo, 2",+39 0461 654340,+39 0461 494334,scuolainfanzia.cavedago@scuole.provincia.tn.it,,circolo.coordinamento07@provincia.tn.it,,,"SCUOLA DELL'INFANZIA DI CAVEDAGO ""L'ALBERO AZZURRO""",29373,/Scuole/Circolo-di-coordinamento-n.-74,219,Cavedago,CIRCOLO DI COORDINAMENTO N. 7,Kindergarten
562,562,562,Provincial,"Via Dallafior, 36",+39 0463 421760,+39 0461 494334,scuolainfanzia.cles@scuole.provincia.tn.it,,circolo.coordinamento07@provincia.tn.it,,,"SCUOLA DELL'INFANZIA DI CLES ""CASA DEL SOLE""",29374,/Scuole/Circolo-di-coordinamento-n.-74,219,Cles,CIRCOLO DI COORDINAMENTO N. 7,Kindergarten
563,563,563,Provincial,"Via Delle Scuole - Cunevo, 6",+39 0461 652520,+39 0461 494334,scuolainfanzia.cunevo@scuole.provincia.tn.it,,circolo.coordinamento07@provincia.tn.it,,,SCUOLA DELL'INFANZIA DI CUNEVO,29375,/Scuole/Circolo-di-coordinamento-n.-74,219,Contà,CIRCOLO DI COORDINAMENTO N. 7,Kindergarten
564,564,564,Provincial,"Via Villa, 43",+39 0461 583360,+39 0461 494334,scuolainfanzia.fai@scuole.provincia.tn.it,,circolo.coordinamento07@provincia.tn.it,,,SCUOLA DELL'INFANZIA DI FAI PAGANELLA,29376,/Scuole/Circolo-di-coordinamento-n.-74,219,Fai della Paganella,CIRCOLO DI COORDINAMENTO N. 7,Kindergarten
565,565,565,Provincial,"Via Marconi, 65/A",+39 0461 650630,+39 0461 494334,scuolainfanzia.grumo@scuole.provincia.tn.it,,circolo.coordinamento07@provincia.tn.it,,,"SCUOLA DELL'INFANZIA DI GRUMO ""IL GIARDINO DEL SOLE""",29377,/Scuole/Circolo-di-coordinamento-n.-74,219,San Michele all'Adige,CIRCOLO DI COORDINAMENTO N. 7,Kindergarten
566,566,566,Provincial,"Via Fratelli Pinamonti - Rallo - Tassullo,",+39 0463 451568,+39 0461 494334,scuolainfanzia.rallo@scuole.provincia.tn.it,,circolo.coordinamento07@provincia.tn.it,,,"SCUOLA DELL'INFANZIA DI RALLO DI TASSULLO ""NUOVO GERMOGLIO""",29378,/Scuole/Circolo-di-coordinamento-n.-74,219,Ville d'Anaunia,CIRCOLO DI COORDINAMENTO N. 7,Kindergarten
567,567,567,Provincial,"Via Canestrini, 9/A",+39 0463 431044,+39 0461 494334,scuolainfanzia.revo@scuole.provincia.tn.it,,circolo.coordinamento07@provincia.tn.it,,,"SCUOLA DELL'INFANZIA DI REVÒ ""I GIRASOLI""",29379,/Scuole/Circolo-di-coordinamento-n.-74,219,Novella,CIRCOLO DI COORDINAMENTO N. 7,Kindergarten
568,568,568,Provincial,"Via Villotta, 10",+39 0461 658519,+39 0461 494334,scuolainfanzia.roveredellaluna@scuole.provincia.tn.it,,circolo.coordinamento07@provincia.tn.it,,,SCUOLA DELL'INFANZIA DI ROVERÈ DELLA LUNA,29380,/Scuole/Circolo-di-coordinamento-n.-74,219,Roverè della Luna,CIRCOLO DI COORDINAMENTO N. 7,Kindergarten
569,569,569,Provincial,"Via Biasi, 1/D",+39 0461 662154,+39 0461 494334,scuolainfanzia.sanmichele@scuole.provincia.tn.it,,circolo.coordinamento07@provincia.tn.it,,,"SCUOLA DELL'INFANZIA DI S.MICHELE ALL' ADIGE ""IL GERMOGLIO""",29381,/Scuole/Circolo-di-coordinamento-n.-74,219,San Michele all'Adige,CIRCOLO DI COORDINAMENTO N. 7,Kindergarten
570,570,570,Provincial,"Piazza Anaunia, 2",+39 0461 641186,+39 0461 494334,scuolainfanzia.sporminore@scuole.provincia.tn.it,,circolo.coordinamento07@provincia.tn.it,,,"SCUOLA DELL'INFANZIA DI SPORMINORE ""FRATELLI REMONDINI""",29382,/Scuole/Circolo-di-coordinamento-n.-74,219,Sporminore,CIRCOLO DI COORDINAMENTO N. 7,Kindergarten
571,571,571,Provincial,"Via Castel Vervassium - Vervo, 7",+39 0463 463314,+39 0461 494334,scuolainfanzia.vervo@scuole.provincia.tn.it,,circolo.coordinamento07@provincia.tn.it,,,"SCUOLA DELL'INFANZIA DI VERVÒ ""IL BOSCO DEGLI GNOMI""",29383,/Scuole/Circolo-di-coordinamento-n.-74,219,Predaia,CIRCOLO DI COORDINAMENTO N. 7,Kindergarten
572,572,572,Autonomous Manegement,"Via Saibanti, 6",+39 0464 434047,,segreteria@lavela.famigliamaterna.it,direzione@lavela.famigliamaterna.it,segreteria@scuolalavela.it,http://www.scuolalavela.it,TN1E00700T,"SCUOLA PRIMARIA ""LA VELA"" ROVERETO",29242,/Scuole/SCUOLA-PARITARIA-LA-VELA-FONDAZIONE-FAMIGLIA-MATERNA-ROVERETO,220,Rovereto,SCUOLA PARITARIA LA VELA - FONDAZIONE FAMIGLIA MATERNA - ROVERETO,Primary School
573,573,573,Autonomous Manegement,"Via Saibanti, 6",+39 0464 435746,,amministrazione@scuolalavela.it,direzione@lavela.famigliamaterna.it,segreteria@scuolalavela.it,http://www.scuolalavela.it,TN1M00900P,"SCUOLA SECONDARIA DI PRIMO GRADO ""LA VELA"" ROVERETO",29243,/Scuole/SCUOLA-PARITARIA-LA-VELA-FONDAZIONE-FAMIGLIA-MATERNA-ROVERETO,220,Rovereto,SCUOLA PARITARIA LA VELA - FONDAZIONE FAMIGLIA MATERNA - ROVERETO,Middle School
574,574,574,Provincial,"Viale Dei Colli, 17",+39 0464 439164,+39 0464 435851,ifpa.rovereto@pec.provincia.tn.it,dir.ifpa.rovereto@scuole.provincia.tn.it,segr.ifpa.rovereto@scuole.provincia.tn.it,http://www.alberghierorovereto.it,TNCF011001,SETTORE SERVIZI,29862,/Scuole/Istituto-Formazione-Professionale-Alberghiero-Rovereto2,221,Rovereto,TNCF011001,Professional School
575,575,575,Provincial,"Viale Dei Colli, 17",+39 0464 439164,+39 0464 435851,ifpa.rovereto@pec.provincia.tn.it,dir.ifpa.rovereto@scuole.provincia.tn.it,segr.ifpa.rovereto@scuole.provincia.tn.it,http://www.alberghierorovereto.it,,SETTORE SERVIZI SERALE,29863,/Scuole/Istituto-Formazione-Professionale-Alberghiero-Rovereto2,221,Rovereto,TNCF011001,Professional School
576,576,576,Provincial,"Viale Dei Colli, 17",+39 0464 439164,+39 0464 435851,ifpa.rovereto@pec.provincia.tn.it,dir.ifpa.rovereto@scuole.provincia.tn.it,segr.ifpa.rovereto@scuole.provincia.tn.it,http://www.alberghierorovereto.it,TNCF011001,SETTORE INDUSTRIA E ARTIGIANATO,92004,/Scuole/Istituto-Formazione-Professionale-Alberghiero-Rovereto2,221,Rovereto,TNCF011001,Professional School
577,577,577,Autonomous Manegement,"Via Borsieri, 2",+39 0461 987180,+39 0461 233877,cfp-upt@pec.it,,segreteria.sede@cfp-upt.it,http://www.cfp-upt.it,,SETTORE SERVIZI,122610,/Scuole/Centro-Formazione-Professionale-UPT-Borgo-Valsugana2,222,Trento,CENTRO FORMAZIONE PROFESSIONALE UPT - BORGO VALSUGANA,Professional School
578,578,578,Provincial,"Via Ziehl, 5",+39 0461 706294,+39 0461 702025,ifpa.levicoterme@pec.provincia.tn.it,dir.ifpa.levicoterme@scuole.provincia.tn.it,segr.ifpa.levicoterme@scuole.provincia.tn.it,http://www.alberghierolevico.it,TNCF010001,SETTORE INDUSTRIA E ARTIGIANATO,122612,/Scuole/Istituto-Formazione-Professionale-Alberghiero-Levico2,223,Levico Terme,TNCF010001,Professional School
579,579,579,Provincial,"Via Ziehl, 5",+39 0461 706294,+39 0461 702025,ifpa.levicoterme@pec.provincia.tn.it,dir.ifpa.levicoterme@scuole.provincia.tn.it,segr.ifpa.levicoterme@scuole.provincia.tn.it,http://www.alberghierolevico.it,TNCF010001,SETTORE SERVIZI,29859,/Scuole/Istituto-Formazione-Professionale-Alberghiero-Levico2,223,Levico Terme,TNCF010001,Professional School
580,580,580,Provincial,"Via Ziehl, 5",+39 0461 706294,+39 0461 702025,ifpa.levicoterme@pec.provincia.tn.it,dir.ifpa.levicoterme@scuole.provincia.tn.it,segr.ifpa.levicoterme@scuole.provincia.tn.it,http://www.alberghierolevico.it,,SETTORE SERVIZI SERALE,76225,/Scuole/Istituto-Formazione-Professionale-Alberghiero-Levico2,223,Levico Terme,TNCF010001,Professional School
581,581,581,Provincial,"Via Delle Fonti - Transacqua, 10",+39 0439 62435,+39 0439 762466,ic.primiero@pec.provincia.tn.it,dir.icprimiero@scuole.provincia.tn.it,segr.icprimiero@scuole.provincia.tn.it,http://www.scuoleprimiero.it,TNTD170007,ISTITUTO TECNICO PER IL SETTORE ECONOMICO,29531,/Scuole/ISTITUTO-COMPRENSIVO-DI-SCUOLA-PRIMARIA-E-SECONDARIA-DI-PRIMIERO2,224,Primiero San Martino di Castrozza,TNIC810009,High School
582,582,582,Provincial,"Via Delle Fonti - Transacqua, 10",+39 0439 62435,+39 0439 762466,ic.primiero@pec.provincia.tn.it,dir.icprimiero@scuole.provincia.tn.it,segr.icprimiero@scuole.provincia.tn.it,http://www.scuoleprimiero.it,TNTD170007,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,29532,/Scuole/ISTITUTO-COMPRENSIVO-DI-SCUOLA-PRIMARIA-E-SECONDARIA-DI-PRIMIERO2,224,Primiero San Martino di Castrozza,TNIC810009,High School
583,583,583,Provincial,"Via Delle Fonti - Transacqua, 10",+39 0439 62435,+39 0439 762466,ic.primiero@pec.provincia.tn.it,dir.icprimiero@scuole.provincia.tn.it,segr.icprimiero@scuole.provincia.tn.it,http://www.scuoleprimiero.it,TNPS100005,LICEO SCIENTIFICO OPZIONE SCIENZE APPLICATE,29534,/Scuole/ISTITUTO-COMPRENSIVO-DI-SCUOLA-PRIMARIA-E-SECONDARIA-DI-PRIMIERO2,224,Primiero San Martino di Castrozza,TNIC810009,High School
584,584,584,Provincial,"Via Laghetto - San Martino Di Castrozza, 28",+39 0439 62435,+39 0439 762466,ic.primiero@pec.provincia.tn.it,dir.icprimiero@scuole.provincia.tn.it,segr.icprimiero@scuole.provincia.tn.it,http://www.scuoleprimiero.it,TNEE81006L,"SCUOLA PRIMARIA ""B. ZANETEL"" S.MARTINO DI CASTROZZA",29535,/Scuole/ISTITUTO-COMPRENSIVO-DI-SCUOLA-PRIMARIA-E-SECONDARIA-DI-PRIMIERO2,224,Primiero San Martino di Castrozza,TNIC810009,Primary School
585,585,585,Provincial,"Via Sorelle Lucian - Tonadico, 8",+39 0439 62435,+39 0439 762466,ic.primiero@pec.provincia.tn.it,dir.icprimiero@scuole.provincia.tn.it,segr.icprimiero@scuole.provincia.tn.it,http://www.scuoleprimiero.it,TNEE81007N,"SCUOLA PRIMARIA ""CARD. J. BERNARDIN"" TONADICO",29536,/Scuole/ISTITUTO-COMPRENSIVO-DI-SCUOLA-PRIMARIA-E-SECONDARIA-DI-PRIMIERO2,224,Primiero San Martino di Castrozza,TNIC810009,Primary School
586,586,586,Provincial,"Localita Lausen, 14",+39 0439 62435,+39 0439 762466,ic.primiero@pec.provincia.tn.it,dir.icprimiero@scuole.provincia.tn.it,segr.icprimiero@scuole.provincia.tn.it,http://www.scuoleprimiero.it,TNEE81001B,"SCUOLA PRIMARIA ""F. LOSS"" CANAL SAN BOVO",29537,/Scuole/ISTITUTO-COMPRENSIVO-DI-SCUOLA-PRIMARIA-E-SECONDARIA-DI-PRIMIERO2,224,Canal San Bovo,TNIC810009,Primary School
587,587,587,Provincial,"Via Iv Novembre, 13",+39 0439 62435,+39 0439 762466,ic.primiero@pec.provincia.tn.it,dir.icprimiero@scuole.provincia.tn.it,segr.icprimiero@scuole.provincia.tn.it,http://www.scuoleprimiero.it,TNEE81003D,SCUOLA PRIMARIA MEZZANO,29538,/Scuole/ISTITUTO-COMPRENSIVO-DI-SCUOLA-PRIMARIA-E-SECONDARIA-DI-PRIMIERO2,224,Mezzano,TNIC810009,Primary School
588,588,588,Provincial,"Viale Monte Grappa - Fiera di Primiero, 12",+39 0439 62435,+39 0439 762466,ic.primiero@pec.provincia.tn.it,dir.icprimiero@scuole.provincia.tn.it,segr.icprimiero@scuole.provincia.tn.it,http://www.scuoleprimiero.it,TNMM81002B,"SCUOLA SECONDARIA DI PRIMO GRADO ""L. NEGRELLI"" - FIERA DI PRIMIERO",29539,/Scuole/ISTITUTO-COMPRENSIVO-DI-SCUOLA-PRIMARIA-E-SECONDARIA-DI-PRIMIERO2,224,Primiero San Martino di Castrozza,TNIC810009,Middle School
589,589,589,Provincial,"Localita Lausen, 13/Z",+39 0439 62435,+39 0439 762466,ic.primiero@pec.provincia.tn.it,dir.icprimiero@scuole.provincia.tn.it,segr.icprimiero@scuole.provincia.tn.it,http://www.scuoleprimiero.it,TNMM81001A,SCUOLA SECONDARIA DI PRIMO GRADO CANAL SAN BOVO,29540,/Scuole/ISTITUTO-COMPRENSIVO-DI-SCUOLA-PRIMARIA-E-SECONDARIA-DI-PRIMIERO2,224,Canal San Bovo,TNIC810009,Middle School
590,590,590,Provincial,"Via Scuole, 21",+39 0464 918669,,ic.mori@pec.provincia.tn.it,dir.ic.mori@scuole.provincia.tn.it,segr.ic.mori@scuole.provincia.tn.it,http://www.icmori.it/,TNEE84901N,SCUOLA PRIMARIA MORI,29602,/Scuole/ISTITUTO-COMPRENSIVO-MORI,225,Mori,TNIC84900G,Primary School
591,591,591,Provincial,"Via Del Car, 38",+39 0464 918669,,ic.mori@pec.provincia.tn.it,dir.ic.mori@scuole.provincia.tn.it,segr.ic.mori@scuole.provincia.tn.it,http://www.icmori.it/,TNEE84903Q,SCUOLA PRIMARIA RONZO CHIENIS,29603,/Scuole/ISTITUTO-COMPRENSIVO-MORI,225,Ronzo-Chienis,TNIC84900G,Primary School
592,592,592,Provincial,"Via Giovanni XXIII, 64",+39 0464 918669,,ic.mori@pec.provincia.tn.it,dir.ic.mori@scuole.provincia.tn.it,segr.ic.mori@scuole.provincia.tn.it,http://www.icmori.it/,TNMM84901L,"SCUOLA SECONDARIA DI PRIMO GRADO ""B. MALFATTI"" MORI",29604,/Scuole/ISTITUTO-COMPRENSIVO-MORI,225,Mori,TNIC84900G,Middle School
593,593,593,Provincial,"Viale Dei Tigli, 43",+39 0464 578511,+39 0464 578555,floriani@pec.provincia.tn.it,dir.istitutofloriani@scuole.provincia.tn.it,segr.istitutofloriani@scuole.provincia.tn.it,http://www.g-floriani.it,TNCT702007,EDUCAZIONE PER ADULTI RELATIVA AL PRIMO CICLO,29847,/Scuole/ISTITUTO-TECNICO-ECONOMICO-E-TECNOLOGICO-G.-Floriani-RIVA-DEL-GARDA2,226,Riva del Garda,TNIS00800D,Middle School
594,594,594,Provincial,"Viale Dei Tigli, 43",+39 0464 578511,+39 0464 578555,floriani@pec.provincia.tn.it,dir.istitutofloriani@scuole.provincia.tn.it,segr.istitutofloriani@scuole.provincia.tn.it,http://www.g-floriani.it,TNTD00801Q,ISTITUTO TECNICO PER IL SETTORE ECONOMICO,29848,/Scuole/ISTITUTO-TECNICO-ECONOMICO-E-TECNOLOGICO-G.-Floriani-RIVA-DEL-GARDA2,226,Riva del Garda,TNIS00800D,High School
595,595,595,Provincial,"Viale Dei Tigli, 43",+39 0464 578511,+39 0464 578555,floriani@pec.provincia.tn.it,dir.istitutofloriani@scuole.provincia.tn.it,segr.istitutofloriani@scuole.provincia.tn.it,http://www.g-floriani.it,TNTD008515,ISTITUTO TECNICO PER IL SETTORE ECONOMICO SERALE,29849,/Scuole/ISTITUTO-TECNICO-ECONOMICO-E-TECNOLOGICO-G.-Floriani-RIVA-DEL-GARDA2,226,Riva del Garda,TNIS00800D,High School
596,596,596,Provincial,"Viale Dei Tigli, 43",+39 0464 578511,+39 0464 578555,floriani@pec.provincia.tn.it,dir.istitutofloriani@scuole.provincia.tn.it,segr.istitutofloriani@scuole.provincia.tn.it,http://www.g-floriani.it,TNTD00801Q,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,29850,/Scuole/ISTITUTO-TECNICO-ECONOMICO-E-TECNOLOGICO-G.-Floriani-RIVA-DEL-GARDA2,226,Riva del Garda,TNIS00800D,High School
597,597,597,Provincial,"Viale Dei Tigli, 43",+39 0464 578511,+39 0464 578555,floriani@pec.provincia.tn.it,dir.istitutofloriani@scuole.provincia.tn.it,segr.istitutofloriani@scuole.provincia.tn.it,http://www.g-floriani.it,TNTD008515,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE,29851,/Scuole/ISTITUTO-TECNICO-ECONOMICO-E-TECNOLOGICO-G.-Floriani-RIVA-DEL-GARDA2,226,Riva del Garda,TNIS00800D,High School
598,598,598,Provincial,"Via Asiago, 14",+39 0461 933147,+39 0461 931682,ifp.trento@pec.provincia.tn.it,ifp.trento@scuole.provincia.tn.it,ifp.trento@scuole.provincia.tn.it,https://ifpsandropertinitrento.it,TNFP268STA,SETTORE INDUSTRIA E ARTIGIANATO,29865,/Scuole/Istituto-Formazione-Professionale-Servizi-alla-Persona-e-Legno-S.-Pertini-Trento,227,Trento,TNCF012001,Professional School
599,599,599,Provincial,"Via Asiago, 14",+39 0461 933147,+39 0461 931682,ifp.trento@pec.provincia.tn.it,ifp.trento@scuole.provincia.tn.it,ifp.trento@scuole.provincia.tn.it,https://ifpsandropertinitrento.it,,SETTORE INDUSTRIA E ARTIGIANATO SERALE,29866,/Scuole/Istituto-Formazione-Professionale-Servizi-alla-Persona-e-Legno-S.-Pertini-Trento,227,Trento,TNCF012001,Professional School
600,600,600,Provincial,"Viale Verona, 141",+39 0461 933147,+39 0461 931682,ifp.trento@pec.provincia.tn.it,ifp.trento@scuole.provincia.tn.it,ifp.trento@scuole.provincia.tn.it,https://ifpsandropertinitrento.it,TNCF012001,SETTORE SERVIZI,29867,/Scuole/Istituto-Formazione-Professionale-Servizi-alla-Persona-e-Legno-S.-Pertini-Trento,227,Trento,TNCF012001,Professional School
601,601,601,Provincial,"Viale Verona, 141",+39 0461 933147,+39 0461 931682,ifp.trento@pec.provincia.tn.it,ifp.trento@scuole.provincia.tn.it,ifp.trento@scuole.provincia.tn.it,https://ifpsandropertinitrento.it,,SETTORE SERVIZI SERALE,29868,/Scuole/Istituto-Formazione-Professionale-Servizi-alla-Persona-e-Legno-S.-Pertini-Trento,227,Trento,TNCF012001,Professional School
