,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,tipo_instituto,indirizzo,telefono,fax,email_istituto,email_dirigenza,email_segreteria,sito_web,miur_code,numero_plessi_scuole,nome_istituto,id_istituto,id_number,municipality,uri
214,214,214,214,Educational and training institution,"Via S Giovanni Bosco, 8",+39 0461 263331,+39 0461 984463,ic.tn5@pec.provincia.tn.it,dir.ic.tn5@scuole.provincia.tn.it,segr.ic.tn5@scuole.provincia.tn.it,http://www.istitutotrento5.it/,TNIC85200B,4,ISTITUTO COMPRENSIVO TRENTO 5,/Scuole/ISTITUTO-COMPRENSIVO-TRENTO-584,214,Trento,TNIC85200B
215,215,215,215,Educational and training institution,"Via XXIV Maggio, 7",+39 0461 753647,+39 0461 753364,degasperi@pec.provincia.tn.it,dir.istalcidedegasperi@scuole.provincia.tn.it,segr.istalcidedegasperi@scuole.provincia.tn.it,http://www.istalcidedegasperi.it,TNIS00200E,9,"ISTITUTO DI ISTRUZIONE ""A. DEGASPERI"" - BORGO VALSUGANA",/Scuole/ISTITUTO-DI-ISTRUZIONE-A.-Degasperi-BORGO-VALSUGANA2,215,Borgo Valsugana,TNIS00200E
216,216,216,216,Educational and training institution,"Via Durone, 53",+39 0465 321735,+39 0465 322811,guetti@pec.provincia.tn.it,dir.guetti@scuole.provincia.tn.it,segr.guetti@scuole.provincia.tn.it,http://www.guetti.tn.it,TNIS00700N,9,"ISTITUTO DI ISTRUZIONE ""L. GUETTI"" - TIONE DI TRENTO",/Scuole/ISTITUTO-DI-ISTRUZIONE-L.-Guetti-TIONE-DI-TRENTO2,216,Tione di Trento,TNIS00700N
217,217,217,217,Educational and training institution,"Via S Pietro, 4",+39 0461 511397,+39 0461 531743,curie@pec.provincia.tn.it,dir.curie.pergine@scuole.provincia.tn.it,segr.curie.pergine@scuole.provincia.tn.it,http://www.curiepergine.it,TNIS004006,10,"ISTITUTO DI ISTRUZIONE ""M. CURIE"" - PERGINE VALSUGANA",/Scuole/ISTITUTO-DI-ISTRUZIONE-M.-Curie-PERGINE-VALSUGANA2,217,Pergine Valsugana,TNIS004006
218,218,218,218,Pedagogical coordination circle,"Via Gilli, 3",+39 0461 496956,+39 0461 499283,circolo.coordinamento06@provincia.tn.it,,circolo.coordinamento06@provincia.tn.it,,,7,CIRCOLO DI COORDINAMENTO N. 6,/Scuole/Circolo-di-coordinamento-n.-64,218,Trento,CIRCOLO DI COORDINAMENTO N. 6
219,219,219,219,Pedagogical coordination circle,"Via Filos, 2",+39 0461 494331,+39 0461 494334,circolo.coordinamento07@provincia.tn.it,,circolo.coordinamento07@provincia.tn.it,,,11,CIRCOLO DI COORDINAMENTO N. 7,/Scuole/Circolo-di-coordinamento-n.-74,219,Mezzolombardo,CIRCOLO DI COORDINAMENTO N. 7
220,220,220,220,Educational and training institution,"Via Saibanti, 6",+39 0464 434047,,segreteria@lavela.famigliamaterna.it,direzione@lavela.famigliamaterna.it,segreteria@scuolalavela.it,http://www.scuolalavela.it,,2,SCUOLA PARITARIA LA VELA - FONDAZIONE FAMIGLIA MATERNA - ROVERETO,/Scuole/SCUOLA-PARITARIA-LA-VELA-FONDAZIONE-FAMIGLIA-MATERNA-ROVERETO,220,Rovereto,SCUOLA PARITARIA LA VELA - FONDAZIONE FAMIGLIA MATERNA - ROVERETO
221,221,221,221,Educational and training institution,"Viale Dei Colli, 17",+39 0464 439164,+39 0464 435851,ifpa.rovereto@pec.provincia.tn.it,dir.ifpa.rovereto@scuole.provincia.tn.it,segr.ifpa.rovereto@scuole.provincia.tn.it,http://www.alberghierorovereto.it,TNCF011001,3,ISTITUTO FORMAZIONE PROFESSIONALE ALBERGHIERO - ROVERETO,/Scuole/Istituto-Formazione-Professionale-Alberghiero-Rovereto2,221,Rovereto,TNCF011001
222,222,222,222,Educational and training institution,"Via Giovanni Prati, 22",+39 0461 987180,+39 0461 233877,cfp-upt@pec.it,,segreteria.sede@cfp-upt.it,http://www.cfp-upt.it,,1,CENTRO FORMAZIONE PROFESSIONALE UPT - BORGO VALSUGANA,/Scuole/Centro-Formazione-Professionale-UPT-Borgo-Valsugana2,222,Trento,CENTRO FORMAZIONE PROFESSIONALE UPT - BORGO VALSUGANA
223,223,223,223,Educational and training institution,"Via Ziehl, 5",+39 0461 706294,+39 0461 702025,ifpa.levicoterme@pec.provincia.tn.it,dir.ifpa.levicoterme@scuole.provincia.tn.it,segr.ifpa.levicoterme@scuole.provincia.tn.it,http://www.alberghierolevico.it,TNCF010001,3,ISTITUTO FORMAZIONE PROFESSIONALE ALBERGHIERO - LEVICO,/Scuole/Istituto-Formazione-Professionale-Alberghiero-Levico2,223,Levico Terme,TNCF010001
224,224,224,224,Educational and training institution,"Via Delle Fonti - Transacqua, 10",+39 0439 62435,+39 0439 762466,ic.primiero@pec.provincia.tn.it,dir.icprimiero@scuole.provincia.tn.it,segr.icprimiero@scuole.provincia.tn.it,http://www.scuoleprimiero.it,TNIC810009,9,ISTITUTO COMPRENSIVO DI SCUOLA PRIMARIA E SECONDARIA DI PRIMIERO,/Scuole/ISTITUTO-COMPRENSIVO-DI-SCUOLA-PRIMARIA-E-SECONDARIA-DI-PRIMIERO2,224,Primiero San Martino di Castrozza,TNIC810009
225,225,225,225,Educational and training institution,"Via Giovanni XXIII, 64",+39 0464 918669,,ic.mori@pec.provincia.tn.it,dir.ic.mori@scuole.provincia.tn.it,segr.ic.mori@scuole.provincia.tn.it,http://www.icmori.it/,TNIC84900G,3,ISTITUTO COMPRENSIVO MORI,/Scuole/ISTITUTO-COMPRENSIVO-MORI,225,Mori,TNIC84900G
226,226,226,226,Educational and training institution,"Viale Dei Tigli, 43",+39 0464 578511,+39 0464 578555,floriani@pec.provincia.tn.it,dir.istitutofloriani@scuole.provincia.tn.it,segr.istitutofloriani@scuole.provincia.tn.it,http://www.g-floriani.it,TNIS00800D,5,"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""G. FLORIANI"" - RIVA DEL GARDA",/Scuole/ISTITUTO-TECNICO-ECONOMICO-E-TECNOLOGICO-G.-Floriani-RIVA-DEL-GARDA2,226,Riva del Garda,TNIS00800D
227,227,227,227,Educational and training institution,"Viale Verona, 141",+39 0461 933147,+39 0461 931682,ifp.trento@pec.provincia.tn.it,ifp.trento@scuole.provincia.tn.it,ifp.trento@scuole.provincia.tn.it,https://ifpsandropertinitrento.it,TNCF012001,4,"ISTITUTO FORMAZIONE PROFESSIONALE SERVIZI ALLA PERSONA E LEGNO ""S. PERTINI"" - TRENTO",/Scuole/Istituto-Formazione-Professionale-Servizi-alla-Persona-e-Legno-S.-Pertini-Trento,227,Trento,TNCF012001
228,228,228,228,Educational and training institution,"Via Colle Verde, 3",+39 0461 655783,+39 0461 655783,ic.bassaanaunia@pec.provincia.tn.it,dir.ic.bassaanauniatuenno@scuole.provincia.tn.it,segr.ic.denno@scuole.provincia.tn.it,http://www.icbassaanauniatuenno.it,TNIC82900A,8,ISTITUTO COMPRENSIVO BASSA ANAUNIA - TUENNO,/Scuole/ISTITUTO-COMPRENSIVO-BASSA-ANAUNIA-TUENNO212,228,Denno,TNIC82900A
229,229,229,229,Educational and training institution,"Via IV Novembre, 35/1",+39 0461 990287,+39 0461 994418,ic.trento7@pec.provincia.tn.it,dir.ic.tn7@scuole.provincia.tn.it,segr.ic.tn7@scuole.provincia.tn.it,http://www.trento7.it,TNIC85100G,5,"ISTITUTO COMPRENSIVO TRENTO 7 ""RITA LEVI MONTALCINI""",/Scuole/ISTITUTO-COMPRENSIVO-TRENTO-7-Rita-Levi-Montalcini,229,Trento,TNIC85100G
230,230,230,230,Educational and training institution,"Via Balista, 6",+39 0464 485511,+39 0464 485550,donmilani@pec.provincia.tn.it,dir.donmilani@scuole.provincia.tn.it,segr.donmilani@scuole.provincia.tn.it,http://www.domir.it,TNIS009009,5,"ISTITUTO DI ISTRUZIONE ""DON L.MILANI"" - ROVERETO",/Scuole/ISTITUTO-DI-ISTRUZIONE-don-L.Milani-ROVERETO2,230,Rovereto,TNIS009009
231,231,231,231,Educational and training institution,"Via Alberti Lutti, 7",+39 0464 552316,+39 0464 552316,maffei@pec.provincia.tn.it,dir.liceo.maffei@scuole.provincia.tn.it,segr.liceo.maffei@scuole.provincia.tn.it,https://e.liceomaffei.it,TNPC01000Q,6,"LICEO ""A. MAFFEI"" - RIVA DEL GARDA",/Scuole/LICEO-A.-Maffei-RIVA-DEL-GARDA2,231,Riva del Garda,TNPC01000Q
232,232,232,232,Educational and training institution,"Via Benacense, 32",+39 0464 420532,+39 0464 432707,ic.roveretosud@pec.provincia.tn.it,dir.ic.roveretosud@scuole.provincia.tn.it,segr.ic.roveretosud@scuole.provincia.tn.it,http://www.icroveretosud.eu,TNIC85500V,4,ISTITUTO COMPRENSIVO ROVERETO SUD,/Scuole/ISTITUTO-COMPRENSIVO-ROVERETO-SUD2,232,Rovereto,TNIC85500V
233,233,233,233,Educational and training institution,"Via Chini, 31",+39 0463 421457,+39 0463 424830,ic.cles@pec.provincia.tn.it,dir.ic.cles@scuole.provincia.tn.it,segr.ic.cles@scuole.provincia.tn.it,http://www.iccles.it,TNIC83100A,4,"ISTITUTO COMPRENSIVO CLES ""B. CLESIO""",/Scuole/ISTITUTO-COMPRENSIVO-CLES-B.-Clesio2,233,Cles,TNIC83100A
234,234,234,234,Educational and training institution,"Via Mattioli, 8",0461914499,0461915472,linguisticotrento@pec.provincia.tn.it,dir.linguisticotrento@scuole.provincia.tn.it,segr.linguisticotrento@scuole.provincia.tn.it,http://www.linguisticotrento.it,TNPS11000Q,1,"LICEO LINGUISTICO ""S. M. SCHOLL"" - TRENTO",/Scuole/LICEO-LINGUISTICO-S.-M.-Scholl-TRENTO2,234,Trento,TNPS11000Q
235,235,235,235,Educational and training institution,"Viale Damiano Chiesa, 10",+39 0464 553088,+39 0464 553088,riva1@pec.provincia.tn.it,dir.riva1@scuole.provincia.tn.it,segr.riva1@scuole.provincia.tn.it,http://www.riva1.it,TNIC841001,4,ISTITUTO COMPRENSIVO RIVA 1,/Scuole/ISTITUTO-COMPRENSIVO-RIVA-12,235,Riva del Garda,TNIC841001
236,236,236,236,Educational and training institution,"Viale Della Vittoria, 43",+39 0464 431515,+39 0464 489616,ic.isera-rovereto@pec.provincia.tn.it,dir.ic.isera_rovereto@scuole.provincia.tn.it,segr.ic.isera_rovereto@scuole.provincia.tn.it,http://www.isera-rovereto.it,TNIC845008,3,ISTITUTO COMPRENSIVO ISERA - ROVERETO,/Scuole/ISTITUTO-COMPRENSIVO-ISERA-ROVERETO2,236,Rovereto,TNIC845008
237,237,237,237,Educational and training institution,"Corso Rosmini, 86",+39 0464 433709,+39 0464 450456,ic.roveretoest@pec.provincia.tn.it,dir.ic.roveretoest@scuole.provincia.tn.it,segr.ic.roveretoest@scuole.provincia.tn.it,http://www.roveretoest.it,TNIC853007,5,ISTITUTO COMPRENSIVO ROVERETO EST,/Scuole/ISTITUTO-COMPRENSIVO-ROVERETO-EST2,237,Rovereto,TNIC853007
238,238,238,238,Kindergarten,"Piazza S Teresa Verzeri, 4",0461-981465,,materna@istitutosacrocuore.it,,,,,1,"SCUOLA DELL'INFANZIA DI TRENTO ""SACRO CUORE""",/Scuole/Scuola-dell-infanzia-di-Trento-Sacro-Cuore3,238,Trento,"SCUOLA DELL'INFANZIA DI TRENTO ""SACRO CUORE"""
239,239,239,239,Pedagogical coordination circle,"Via Circonvallazione, 65",+39 0461 493385,+39 0461 493389,circolo.coordinamento08@provincia.tn.it,,circolo.coordinamento08@provincia.tn.it,,,9,CIRCOLO DI COORDINAMENTO N. 8,/Scuole/Circolo-di-coordinamento-n.-82,239,Tione di Trento,CIRCOLO DI COORDINAMENTO N. 8
240,240,240,240,Pedagogical coordination circle,"Via Gilli, 3",+39 0461 496955,+39 0461 497257,circolo.coordinamento05@provincia.tn.it,,circolo.coordinamento05@provincia.tn.it,,,8,CIRCOLO DI COORDINAMENTO N. 5,/Scuole/Circolo-di-coordinamento-n.-54,240,Trento,CIRCOLO DI COORDINAMENTO N. 5
241,241,241,241,Pedagogical coordination circle,"Via della Gana, 10",+39 0461 491939,+39 0461 491940,circolo.coordinamento11@provincia.tn.it,,circolo.coordinamento11@provincia.tn.it,,,13,CIRCOLO DI COORDINAMENTO N. 11,/Scuole/Circolo-di-coordinamento-n.-112,241,Malè,CIRCOLO DI COORDINAMENTO N. 11
242,242,242,242,Pedagogical coordination circle,"Via Gilli, 3",+39 0461 496952,+39 0461 497257,circolo.coordinamento03@provincia.tn.it,,circolo.coordinamento03@provincia.tn.it,,,8,CIRCOLO DI COORDINAMENTO N. 3,/Scuole/Circolo-di-coordinamento-n.-3,242,Trento,CIRCOLO DI COORDINAMENTO N. 3
243,243,243,243,Pedagogical coordination circle,"Viale Trento, 37/E",+39 0464 493114,+39 0464 493115,circolo.coordinamento10@provincia.tn.it,,circolo.coordinamento10@provincia.tn.it,,,8,CIRCOLO DI COORDINAMENTO N. 10,/Scuole/Circolo-di-coordinamento-n.-102,243,Rovereto,CIRCOLO DI COORDINAMENTO N. 10
244,244,244,244,Kindergarten,"Via De Ferrari, 1",0464-674717,+39 0464 674717,ala.presidente@fpsm.tn.it,,ala.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI ALA,/Scuole/Scuola-dell-infanzia-di-Ala2,244,Ala,SCUOLA DELL'INFANZIA DI ALA
245,245,245,245,Kindergarten,"Corso Verona, 109",0464-432307,0464-400420,lizzanella.materna@associazionecoesi.com,,,,,1,SCUOLA DELL'INFANZIA DI LIZZANELLA,/Scuole/Scuola-dell-infanzia-di-Lizzanella2,245,Rovereto,SCUOLA DELL'INFANZIA DI LIZZANELLA
246,246,246,246,Kindergarten,"Piazza Garbari, 5",0461-502351,,info@asifchimelli.it,,,,,1,"SCUOLA DELL'INFANZIA DI PERGINE ""G.B. CHIMELLI""",/Scuole/Scuola-dell-infanzia-di-Pergine-G.B.-Chimelli2,246,Pergine Valsugana,"SCUOLA DELL'INFANZIA DI PERGINE ""G.B. CHIMELLI"""
247,247,247,247,Kindergarten,"Viale Roma, 32",0464-552360,0464-560456,rivagiardino.materna@associazionecoesi.com,,,,,1,"SCUOLA DELL'INFANZIA DI RIVA ""GIARDINO""",/Scuole/Scuola-dell-infanzia-di-Riva-Giardino2,247,Riva del Garda,"SCUOLA DELL'INFANZIA DI RIVA ""GIARDINO"""
248,248,248,248,Kindergarten,"Via Dei Colli, 4",0461-240366,0461-249078,lavis.materna@associazionecoesi.com,,,,,1,"SCUOLA DELL'INFANZIA DI LAVIS ""MADRE MADDALENA DI CANOSSA""",/Scuole/Scuola-dell-infanzia-di-Lavis-Madre-Maddalena-di-Canossa2,248,Lavis,"SCUOLA DELL'INFANZIA DI LAVIS ""MADRE MADDALENA DI CANOSSA"""
249,249,249,249,Kindergarten,"Salita Alla Bastia, 2",0465-685131,0465685131,lodrone.materna@associazionecoesi.com,,,,,1,SCUOLA DELL'INFANZIA DI LODRONE,/Scuole/Scuola-dell-infanzia-di-Lodrone2,249,Storo,SCUOLA DELL'INFANZIA DI LODRONE
250,250,250,250,Kindergarten,"Via Adamello, 2",0461-911027,0461-394133,s.antonio.materna@associazionecoesi.com,,,,,1,"SCUOLA DELL'INFANZIA DI TRENTO ""S. ANTONIO""",/Scuole/Scuola-dell-infanzia-di-Trento-S.-Antonio2,250,Trento,"SCUOLA DELL'INFANZIA DI TRENTO ""S. ANTONIO"""
251,251,251,251,Kindergarten,"Piazza di S Anna, 3",+39 0461 502351,,info@asifchimelli.it,,,,,1,SCUOLA DELL'INFANZIA DI RONCOGNO DI PERGINE,/Scuole/Scuola-dell-infanzia-di-Roncogno-di-Pergine2,251,Pergine Valsugana,SCUOLA DELL'INFANZIA DI RONCOGNO DI PERGINE
252,252,252,252,Kindergarten,"Piazza Municipio, 2",0461-753637,,castelnuovo.presidente@fpsm.tn.it,,castelnuovo.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI CASTELNUOVO,/Scuole/Scuola-dell-infanzia-di-Castelnuovo2,252,Castelnuovo,SCUOLA DELL'INFANZIA DI CASTELNUOVO
253,253,253,253,Kindergarten,"Via Alla Stazione, 2",0464-943313,0464-943313,marco.materna@associazionecoesi.com,,,,,1,"SCUOLA DELL'INFANZIA DI MARCO ROVERETO ""G.E A. ROSMINI SERBATI""",/Scuole/Scuola-dell-infanzia-di-Marco-Rovereto-G.e-A.-Rosmini-Serbati2,253,Rovereto,"SCUOLA DELL'INFANZIA DI MARCO ROVERETO ""G.E A. ROSMINI SERBATI"""
254,254,254,254,Kindergarten,"Via al Castel Romano - Ranzo - Vezzano, 29",0461-844137,,ranzo.materna@associazionecoesi.com,,,,,1,SCUOLA DELL'INFANZIA DI RANZO,/Scuole/Scuola-dell-infanzia-di-Ranzo2,254,Vallelaghi,SCUOLA DELL'INFANZIA DI RANZO
255,255,255,255,Kindergarten,"Piazza Battisti, 4",+39 0465 321314,+39 0465 329714,tione.materna@associazionecoesi.com,,,,,1,"SCUOLA DELL'INFANZIA DI TIONE DI TRENTO ""DON GIOVANNI FAILONI""",/Scuole/Scuola-dell-infanzia-di-Tione-di-Trento-Don-Giovanni-Failoni2,255,Tione di Trento,"SCUOLA DELL'INFANZIA DI TIONE DI TRENTO ""DON GIOVANNI FAILONI"""
256,256,256,256,Kindergarten,"Via Francesco Ferruccio, 4",0461-237392,0461-237392,tambosi.materna@associazionecoesi.com,,,,,1,"SCUOLA DELL'INFANZIA DI TRENTO ""A. TAMBOSI""",/Scuole/Scuola-dell-infanzia-di-Trento-A.-Tambosi,256,Trento,"SCUOLA DELL'INFANZIA DI TRENTO ""A. TAMBOSI"""
257,257,257,257,Kindergarten,"Via Gabrielli, 1",0462-501312,,predazzo.presidente@fpsm.tn.it,,predazzo.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI PREDAZZO,/Scuole/Scuola-dell-infanzia-di-Predazzo2,257,Predazzo,SCUOLA DELL'INFANZIA DI PREDAZZO
258,258,258,258,Kindergarten,"Via Lucchi - Roncone, 1",0465-901285,0465-901285,roncone.materna@associazionecoesi.com,,,,,1,"SCUOLA DELL'INFANZIA DI RONCONE ""MARIO AMISTADI SCIAVINA""",/Scuole/Scuola-dell-infanzia-di-Roncone-Mario-Amistadi-Sciavina2,258,Sella Giudicarie,"SCUOLA DELL'INFANZIA DI RONCONE ""MARIO AMISTADI SCIAVINA"""
259,259,259,259,Kindergarten,"Via Gar, 1",0461-233744,0461-233744,segreteria@gbzanella.it,,,,,1,"SCUOLA DELL'INFANZIA DI TRENTO ""G. B. ZANELLA ODV""",/Scuole/Scuola-dell-infanzia-di-Trento-G.-B.-Zanella-ODV,259,Trento,"SCUOLA DELL'INFANZIA DI TRENTO ""G. B. ZANELLA ODV"""
260,260,260,260,Kindergarten,"Via Regolani, 4",0462-341673,,cavalese.segretario@fpsm.tn.it,,cavalese.presidente@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI CAVALESE,/Scuole/Scuola-dell-infanzia-di-Cavalese3,260,Cavalese,SCUOLA DELL'INFANZIA DI CAVALESE
261,261,261,261,Kindergarten,"Via Re di Castello - Daone, 57",0465-674060,,daone.materna@associazionecoesi.com,,,,,1,SCUOLA DELL'INFANZIA DI DAONE,/Scuole/Scuola-dell-infanzia-di-Daone2,261,Valdaone,SCUOLA DELL'INFANZIA DI DAONE
262,262,262,262,Kindergarten,"Via Marconi - Breguzzo, 5",0465-901550,,breguzzo.bondo.materna@associazionecoesi.com,,,,,1,"SCUOLA DELL'INFANZIA DI BREGUZZO - BONDO ""GIUSEPPINA BONAZZA""",/Scuole/Scuola-dell-infanzia-di-Breguzzo-Bondo-Giuseppina-Bonazza2,262,Sella Giudicarie,"SCUOLA DELL'INFANZIA DI BREGUZZO - BONDO ""GIUSEPPINA BONAZZA"""
263,263,263,263,Kindergarten,"Via Brigata Mantova, 1",0464-433395,,lizzana.materna@associazionecoesi.com,,,,,1,SCUOLA DELL'INFANZIA DI LIZZANA,/Scuole/Scuola-dell-infanzia-di-Lizzana2,263,Rovereto,SCUOLA DELL'INFANZIA DI LIZZANA
264,264,264,264,Kindergarten,"Via Damiano Chiesa, 79",0462-340557,,cavalese.segretario@fpsm.tn.it,,cavalese.presidente@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI MASI DI CAVALESE,/Scuole/Scuola-dell-infanzia-di-Masi-di-Cavalese3,264,Cavalese,SCUOLA DELL'INFANZIA DI MASI DI CAVALESE
265,265,265,265,Kindergarten,"Piazza Italia, 8",3703621992,,ziano.presidente@fpsm.tn.it,,ziano.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI ZIANO DI FIEMME,/Scuole/Scuola-dell-infanzia-di-Ziano-di-Fiemme2,265,Ziano di Fiemme,SCUOLA DELL'INFANZIA DI ZIANO DI FIEMME
266,266,266,266,Educational and training institution,"Via Mach, 1",+39 0461 615213,+39 0461 615273,amministrazione.cif@pec.iasma.it,,segreteria.scuola@fmach.it,http://www.fmach.it,,2,FONDAZIONE EDMUND MACH - ISTITUTO AGRARIO SAN MICHELE ALL'ADIGE,/Scuole/FONDAZIONE-EDMUND-MACH-ISTITUTO-AGRARIO-SAN-MICHELE-ALL-ADIGE2,266,San Michele all'Adige,FONDAZIONE EDMUND MACH - ISTITUTO AGRARIO SAN MICHELE ALL'ADIGE
267,267,267,267,Kindergarten,"Via Ossanna, 3",0461-655960,,denno.segretario@fpsm.tn.it,,denno.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI DENNO,/Scuole/Scuola-dell-infanzia-di-Denno2,267,Denno,SCUOLA DELL'INFANZIA DI DENNO
268,268,268,268,Educational and training institution,"Via Di S Antonio, 1",+39 0463 751102,+39 0463 751987,cfp.ossana@pec.it,,cfp.ossana@enaip.tn.it,https://ossana.enaiptrentino.it/,,1,CENTRO FORMAZIONE PROFESSIONALE ENAIP - OSSANA,/Scuole/Centro-Formazione-Professionale-ENAIP-Ossana2,268,Ossana,CENTRO FORMAZIONE PROFESSIONALE ENAIP - OSSANA
269,269,269,269,Educational and training institution,"Via Giamaolle, 15",+39 0461 753037,+39 0461 752070,cfp.borgo@pec.it,,cfp.borgo@enaip.tn.it,https://borgo.enaiptrentino.it/,,1,CENTRO FORMAZIONE PROFESSIONALE ENAIP - BORGO VALSUGANA,/Scuole/Centro-Formazione-Professionale-ENAIP-Borgo-Valsugana2,269,Borgo Valsugana,CENTRO FORMAZIONE PROFESSIONALE ENAIP - BORGO VALSUGANA
270,270,270,270,Kindergarten,"Via Fia, 20",0462-813045,,tesero.presidente@fpsm.tn.it,,tesero.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI TESERO,/Scuole/Scuola-dell-infanzia-di-Tesero2,270,Tesero,SCUOLA DELL'INFANZIA DI TESERO
271,271,271,271,Kindergarten,"Via Monsignor Gosetti, 3",0464-411101,,villalagarina.presidente@fpsm.tn.it,,villalagarina.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI VILLA LAGARINA,/Scuole/Scuola-dell-infanzia-di-Villa-Lagarina2,271,Villa Lagarina,SCUOLA DELL'INFANZIA DI VILLA LAGARINA
