coordinatore_pedagogico,presidente_ente_gestore,sorastant,tipo_instituto,dirigente_scolastico,direttore,indirizzo,telefono,fax,email_istituto,email_dirigenza,email_segreteria,sito_web,miur_code,numero_plessi_scuole,nome_istituto,id_istituto,id_number
nan,nan,nan,Istituzione scolastica e formativa,FRANCESCA LASARACINA,nan,"Via Sette,
    
13 -
    
38015    
LAVIS",+39 0461 246535,+39 0461 242955,ic.lavis@pec.provincia.tn.it,dir.ic.lavis@scuole.provincia.tn.it,segr.ic.lavis@scuole.provincia.tn.it,http://www.iclavis.it,TNIC825003,4,"

                
ISTITUTO COMPRENSIVO LAVIS
            
",/Scuole/ISTITUTO-COMPRENSIVO-LAVIS2,199
nan,nan,nan,Istituzione scolastica e formativa,EZIO MONTIBELLER,nan,"Via della Pace,
    
5 -
    
38056    
LEVICO TERME",+39 0461 706146,+39 0461 706099,ic.levicoterme@pec.provincia.tn.it,dir.ic.levico@scuole.provincia.tn.it,segr.ic.levico@scuole.provincia.tn.it,http://www.iclevico.eu,TNIC81800X,5,"

                
ISTITUTO COMPRENSIVO LEVICO TERME
            
",/Scuole/ISTITUTO-COMPRENSIVO-LEVICO-TERME2,200
nan,nan,nan,Istituzione scolastica e formativa,PAOLA SIGMUND,nan,"Via Fornai,
    
1 -
    
38016    
MEZZOCORONA",+39 0461 605409,+39 0461 605142,ic.mezzocorona@pec.provincia.tn.it,dir.ic.mezzocorona@scuole.provincia.tn.it,segr.ic.mezzocorona@scuole.provincia.tn.it,http://www.icmezzocorona.it,TNIC82300B,5,"

                
ISTITUTO COMPRENSIVO MEZZOCORONA
            
",/Scuole/ISTITUTO-COMPRENSIVO-MEZZOCORONA2,201
nan,nan,nan,Istituzione scolastica e formativa,CINZIA CASNA,nan,"Via Degli Alpini,
    
17 -
    
38017    
MEZZOLOMBARDO",+39 0461 601125,+39 0461 601125,ic.mezzolombardo@pec.provincia.tn.it,dir.ic.mezzolombardo@scuole.provincia.tn.it,segr.ic.mezzolombardo@scuole.provincia.tn.it,http://www.icmezzolombardopaganella.it,TNIC824007,9,"

                
ISTITUTO COMPRENSIVO MEZZOLOMBARDO - PAGANELLA
            
",/Scuole/ISTITUTO-COMPRENSIVO-MEZZOLOMBARDO-PAGANELLA2,202
nan,nan,nan,Istituzione scolastica e formativa,VITO ROVIGO,nan,"Viale Degasperi,
    
69 -
    
38063    
AVIO",+39 0464 684029,+39 0464 687570,ic.avio@pec.provincia.tn.it,dir.ic.avio@scuole.provincia.tn.it,segr.ic.avio@scuole.provincia.tn.it,http://www.istitutoavio.it,TNIC84700X,3,"

                
ISTITUTO COMPRENSIVO AVIO
            
",/Scuole/ISTITUTO-COMPRENSIVO-AVIO2,203
nan,nan,nan,Istituzione scolastica e formativa,PASQUA CINZIA SALOMONE,nan,"Via Taddei De Mauris,
    
4 -
    
38027    
MALE'",+39 0463 901237,+39 0463 902866,ic.bassavaldisole@pec.provincia.tn.it,dir.ciccolini.male@scuole.provincia.tn.it,segr.ciccolini.male@scuole.provincia.tn.it,http://www.icbassavaldisole.it,TNIC833002,6,"

                
ISTITUTO COMPRENSIVO BASSA VAL DI SOLE ""G. Ciccolini""
            
",/Scuole/ISTITUTO-COMPRENSIVO-BASSA-VAL-DI-SOLE-G.-Ciccolini2,204
nan,nan,nan,Istituzione scolastica e formativa,LUIGI VITULLO,nan,"Via Spagolla,
    
1 -
    
38051    
BORGO VALSUGANA",+39 0461 753179,+39 0461 754131,ic.borgovalsugana@pec.provincia.tn.it,dir.ic.borgovalsugana@scuole.provincia.tn.it,segr.ic.borgovalsugana@scuole.provincia.tn.it,http://www.icborgovalsugana.gov.it,TNIC812001,4,"

                
ISTITUTO COMPRENSIVO BORGO VALSUGANA
            
",/Scuole/ISTITUTO-COMPRENSIVO-BORGO-VALSUGANA2,205
nan,nan,nan,Istituzione scolastica e formativa,ROBERTO TROLLI,nan,"Piazza Verdi,
    
6 -
    
38033    
CAVALESE",+39 0462 340314,+39 0462 342294,ic.cavalese@pec.provincia.tn.it,dir.cavalese@scuole.provincia.tn.it,segr.cavalese@scuole.provincia.tn.it,http://www.iccavalese.it,TNIC809005,9,"

                
ISTITUTO COMPRENSIVO CAVALESE
            
",/Scuole/ISTITUTO-COMPRENSIVO-CAVALESE2,206
nan,nan,nan,Istituzione scolastica e formativa,STEFANO CHESINI,nan,"Via Negritelle - Cembra,
    
1 -
    
38034    
CEMBRA LISIGNAGO",+39 0461 683006,+39 0461 682166,ic.cembra@pec.provincia.tn.it,dir.cembra@scuole.provincia.tn.it,segr.cembra@scuole.provincia.tn.it,http://www.iccembra.it,TNIC82200G,9,"

                
ISTITUTO COMPRENSIVO CEMBRA
            
",/Scuole/ISTITUTO-COMPRENSIVO-CEMBRA2,207
nan,nan,nan,Istituzione scolastica e formativa,MAURA ZINI,nan,"Via Degli Alpini - Taio,
    
17 -
    
38012    
PREDAIA",+39 0463 468193,+39 0463 467616,ic.taio@pec.provincia.tn.it,dir.ictaio@scuole.provincia.tn.it,segr.ictaio@scuole.provincia.tn.it,http://www.ictaio.it,TNIC82600V,5,"

                
ISTITUTO COMPRENSIVO TAIO
            
",/Scuole/ISTITUTO-COMPRENSIVO-TAIO2,208
nan,nan,nan,Istituzione scolastica e formativa,ALBERTO PARIS,nan,"Via Circonvallazione,
    
44 -
    
38079    
TIONE DI TRENTO",+39 0465 321053,+39 0465 324039,ic.tione@pec.provincia.tn.it,dir.ictione@scuole.provincia.tn.it,segr.ictione@scuole.provincia.tn.it,http://www.ictione.tn.it,TNIC83600D,7,"

                
ISTITUTO COMPRENSIVO TIONE
            
",/Scuole/ISTITUTO-COMPRENSIVO-TIONE2,209
nan,nan,nan,Istituzione scolastica e formativa,LAURA DE DONNO,nan,"Via Znojmo,
    
24 -
    
38123    
TRENTO",+39 0461 912740,+39 0461 912065,ic.trento1@pec.provincia.tn.it,dir.ic.tn1@scuole.provincia.tn.it,segr.ic.tn1@scuole.provincia.tn.it,http://www.ictrento1.it,TNIC81900Q,3,"

                
ISTITUTO COMPRENSIVO TRENTO 1
            
",/Scuole/ISTITUTO-COMPRENSIVO-TRENTO-12,210
nan,nan,nan,Istituzione scolastica e formativa,CARLO ZANETTI,nan,"Via Ponte Alto,
    
2/1 -
    
38121    
TRENTO",+39 0461 982113,+39 0461 237554,ic.comenius@pec.provincia.tn.it,dir.ictn2@scuole.provincia.tn.it,segr.ictn2@scuole.provincia.tn.it,http://www.icomenius.it,TNIC82000X,5,"

                
ISTITUTO COMPRENSIVO TRENTO 2 ""J. A. Comenius""
            
",/Scuole/ISTITUTO-COMPRENSIVO-TRENTO-2-J.-A.-Comenius2,211
nan,nan,nan,Istituzione scolastica e formativa,LINA BROCH,nan,"Via Vittorio Veneto,
    
61 -
    
38122    
TRENTO",+39 0461 934977,+39 0461 920605,ic.trento3@pec.provincia.tn.it,dir.ic.tn3@scuole.provincia.tn.it,segr.ic.tn3@scuole.provincia.tn.it,http://www.ictrento3.it,TNIC85600P,5,"

                
ISTITUTO COMPRENSIVO TRENTO 3
            
",/Scuole/ISTITUTO-COMPRENSIVO-TRENTO-32,212
nan,nan,nan,Istituzione scolastica e formativa,PATRIZIA VISCONTI,nan,"Piazzale Europa,
    
4 -
    
38123    
TRENTO",+39 0461 920316,+39 0461 922030,ic.trento4@pec.provincia.tn.it,dir.ictn4@scuole.provincia.tn.it,segr.ictn4@scuole.provincia.tn.it,http://www.ictrento4.it,TNIC85700E,5,"

                
ISTITUTO COMPRENSIVO TRENTO 4
            
",/Scuole/ISTITUTO-COMPRENSIVO-TRENTO-42,213
nan,nan,nan,Istituzione scolastica e formativa,PAOLA PASQUALIN,nan,"Via S Giovanni Bosco,
    
8 -
    
38122    
TRENTO",+39 0461 263331,+39 0461 984463,ic.tn5@pec.provincia.tn.it,dir.ic.tn5@scuole.provincia.tn.it,segr.ic.tn5@scuole.provincia.tn.it,http://www.istitutotrento5.it/,TNIC85200B,4,"

                
ISTITUTO COMPRENSIVO TRENTO 5
            
",/Scuole/ISTITUTO-COMPRENSIVO-TRENTO-584,214
nan,nan,nan,Istituzione scolastica e formativa,GIULIO BERTOLDI,nan,"Via XXIV Maggio,
    
7 -
    
38051    
BORGO VALSUGANA",+39 0461 753647,+39 0461 753364,degasperi@pec.provincia.tn.it,dir.istalcidedegasperi@scuole.provincia.tn.it,segr.istalcidedegasperi@scuole.provincia.tn.it,http://www.istalcidedegasperi.it,TNIS00200E,9,"

                
ISTITUTO DI ISTRUZIONE ""A. Degasperi"" - BORGO VALSUGANA
            
",/Scuole/ISTITUTO-DI-ISTRUZIONE-A.-Degasperi-BORGO-VALSUGANA2,215
nan,nan,nan,Istituzione scolastica e formativa,ALESSANDRO FABRIS,nan,"Via Durone,
    
53 -
    
38079    
TIONE DI TRENTO",+39 0465 321735,+39 0465 322811,guetti@pec.provincia.tn.it,dir.guetti@scuole.provincia.tn.it,segr.guetti@scuole.provincia.tn.it,http://www.guetti.tn.it,TNIS00700N,9,"

                
ISTITUTO DI ISTRUZIONE ""L. Guetti"" - TIONE DI TRENTO
            
",/Scuole/ISTITUTO-DI-ISTRUZIONE-L.-Guetti-TIONE-DI-TRENTO2,216
nan,nan,nan,Istituzione scolastica e formativa,TIZIANA GULLI,nan,"Via S Pietro,
    
4 -
    
38057    
PERGINE VALSUGANA",+39 0461 511397,+39 0461 531743,curie@pec.provincia.tn.it,dir.curie.pergine@scuole.provincia.tn.it,segr.curie.pergine@scuole.provincia.tn.it,http://www.curiepergine.it,TNIS004006,10,"

                
ISTITUTO DI ISTRUZIONE ""M. Curie"" - PERGINE VALSUGANA
            
",/Scuole/ISTITUTO-DI-ISTRUZIONE-M.-Curie-PERGINE-VALSUGANA2,217
KATIA PEGORETTI,nan,nan,Circolo di coordinamento pedagogico,nan,nan,"Via Gilli,
    
3 -
    
38121    
TRENTO",+39 0461 496956,+39 0461 499283,circolo.coordinamento06@provincia.tn.it,nan,circolo.coordinamento06@provincia.tn.it,nan,nan,7,"

                
Circolo di coordinamento n. 6
            
",/Scuole/Circolo-di-coordinamento-n.-64,218
LAURA BERTOLDI,nan,nan,Circolo di coordinamento pedagogico,nan,nan,"Via Filos,
    
2 -
    
38017    
MEZZOLOMBARDO",+39 0461 494331,+39 0461 494334,circolo.coordinamento07@provincia.tn.it,nan,circolo.coordinamento07@provincia.tn.it,nan,nan,11,"

                
Circolo di coordinamento n. 7
            
",/Scuole/Circolo-di-coordinamento-n.-74,219
nan,nan,nan,Istituzione scolastica e formativa,VALENTINA DANTE,nan,"Via Saibanti,
    
6 -
    
38068    
ROVERETO",+39 0464 434047,nan,segreteria@lavela.famigliamaterna.it,direzione@lavela.famigliamaterna.it,segreteria@scuolalavela.it,http://www.scuolalavela.it,nan,2,"

                
SCUOLA PARITARIA LA VELA - FONDAZIONE FAMIGLIA MATERNA - ROVERETO
            
",/Scuole/SCUOLA-PARITARIA-LA-VELA-FONDAZIONE-FAMIGLIA-MATERNA-ROVERETO,220
nan,nan,nan,Istituzione scolastica e formativa,ANDREA SCHELFI,CAZZANI DANIELA,"Viale Dei Colli,
    
17 -
    
38068    
ROVERETO",+39 0464 439164,+39 0464 435851,ifpa.rovereto@pec.provincia.tn.it,dir.ifpa.rovereto@scuole.provincia.tn.it,segr.ifpa.rovereto@scuole.provincia.tn.it,http://www.alberghierorovereto.it,TNCF011001,3,"

                
Istituto Formazione Professionale Alberghiero - Rovereto
            
",/Scuole/Istituto-Formazione-Professionale-Alberghiero-Rovereto2,221
nan,nan,nan,Istituzione scolastica e formativa,nan,WALTER IORI,"Via Giovanni Prati,
    
22 -
    
38122    
TRENTO",+39 0461 987180,+39 0461 233877,cfp-upt@pec.it,nan,segreteria.sede@cfp-upt.it,http://www.cfp-upt.it,nan,1,"

                
Centro Formazione Professionale UPT - Borgo Valsugana
            
",/Scuole/Centro-Formazione-Professionale-UPT-Borgo-Valsugana2,222
nan,nan,nan,Istituzione scolastica e formativa,FEDERICO SAMADEN,TARGA WALTER,"Via Ziehl,
    
5 -
    
38056    
LEVICO TERME",+39 0461 706294,+39 0461 702025,ifpa.levicoterme@pec.provincia.tn.it,dir.ifpa.levicoterme@scuole.provincia.tn.it,segr.ifpa.levicoterme@scuole.provincia.tn.it,http://www.alberghierolevico.it,TNCF010001,3,"

                
Istituto Formazione Professionale Alberghiero - Levico
            
",/Scuole/Istituto-Formazione-Professionale-Alberghiero-Levico2,223
nan,nan,nan,Istituzione scolastica e formativa,MARIA PRODI,nan,"Via Delle Fonti - Transacqua,
    
10 -
    
38054    
PRIMIERO SAN MARTINO DI CASTROZZA",+39 0439 62435,+39 0439 762466,ic.primiero@pec.provincia.tn.it,dir.icprimiero@scuole.provincia.tn.it,segr.icprimiero@scuole.provincia.tn.it,http://www.scuoleprimiero.it,TNIC810009,9,"

                
ISTITUTO COMPRENSIVO DI SCUOLA PRIMARIA E SECONDARIA DI PRIMIERO
            
",/Scuole/ISTITUTO-COMPRENSIVO-DI-SCUOLA-PRIMARIA-E-SECONDARIA-DI-PRIMIERO2,224
nan,nan,nan,Istituzione scolastica e formativa,MASSIMILIANO LATINO,nan,"Via Giovanni XXIII,
    
64 -
    
38065    
MORI",+39 0464 918669,nan,ic.mori@pec.provincia.tn.it,dir.ic.mori@scuole.provincia.tn.it,segr.ic.mori@scuole.provincia.tn.it,http://www.icmori.it/,TNIC84900G,3,"

                
ISTITUTO COMPRENSIVO MORI
            
",/Scuole/ISTITUTO-COMPRENSIVO-MORI,225
nan,nan,nan,Istituzione scolastica e formativa,PAOLO CHINCARINI,nan,"Viale Dei Tigli,
    
43 -
    
38066    
RIVA DEL GARDA",+39 0464 578511,+39 0464 578555,floriani@pec.provincia.tn.it,dir.istitutofloriani@scuole.provincia.tn.it,segr.istitutofloriani@scuole.provincia.tn.it,http://www.g-floriani.it,TNIS00800D,5,"

                
ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""G. Floriani"" - RIVA DEL GARDA
            
",/Scuole/ISTITUTO-TECNICO-ECONOMICO-E-TECNOLOGICO-G.-Floriani-RIVA-DEL-GARDA2,226
nan,nan,nan,Istituzione scolastica e formativa,MARIA RITA MAGISTRO,DELUCA ENZO,"Viale Verona,
    
141 -
    
38123    
TRENTO",+39 0461 933147,+39 0461 931682,ifp.trento@pec.provincia.tn.it,ifp.trento@scuole.provincia.tn.it,ifp.trento@scuole.provincia.tn.it,https://ifpsandropertinitrento.it,TNCF012001,4,"

                
Istituto Formazione Professionale Servizi alla Persona e Legno ""S. Pertini"" - Trento
            
",/Scuole/Istituto-Formazione-Professionale-Servizi-alla-Persona-e-Legno-S.-Pertini-Trento,227
nan,nan,nan,Istituzione scolastica e formativa,LICIA CAMPI,nan,"Via Colle Verde,
    
3 -
    
38010    
DENNO",+39 0461 655783,+39 0461 655783,ic.bassaanaunia@pec.provincia.tn.it,dir.ic.bassaanauniatuenno@scuole.provincia.tn.it,segr.ic.denno@scuole.provincia.tn.it,http://www.icbassaanauniatuenno.it,TNIC82900A,8,"

                
ISTITUTO COMPRENSIVO BASSA ANAUNIA - TUENNO
            
",/Scuole/ISTITUTO-COMPRENSIVO-BASSA-ANAUNIA-TUENNO212,228
nan,nan,nan,Istituzione scolastica e formativa,NICOLA PARZIAN,nan,"Via IV Novembre,
    
35/1 -
    
38121    
TRENTO",+39 0461 990287,+39 0461 994418,ic.trento7@pec.provincia.tn.it,dir.ic.tn7@scuole.provincia.tn.it,segr.ic.tn7@scuole.provincia.tn.it,http://www.trento7.it,TNIC85100G,5,"

                
ISTITUTO COMPRENSIVO TRENTO 7 ""Rita Levi Montalcini""
            
",/Scuole/ISTITUTO-COMPRENSIVO-TRENTO-7-Rita-Levi-Montalcini,229
nan,nan,nan,Istituzione scolastica e formativa,MARIA TERESA DOSSO,nan,"Via Balista,
    
6 -
    
38068    
ROVERETO",+39 0464 485511,+39 0464 485550,donmilani@pec.provincia.tn.it,dir.donmilani@scuole.provincia.tn.it,segr.donmilani@scuole.provincia.tn.it,http://www.domir.it,TNIS009009,5,"

                
ISTITUTO DI ISTRUZIONE ""don L.Milani"" - ROVERETO
            
",/Scuole/ISTITUTO-DI-ISTRUZIONE-don-L.Milani-ROVERETO2,230
nan,nan,nan,Istituzione scolastica e formativa,PAOLO ANDREA BUZZELLI,nan,"Via Alberti Lutti,
    
7 -
    
38066    
RIVA DEL GARDA",+39 0464 552316,+39 0464 552316,maffei@pec.provincia.tn.it,dir.liceo.maffei@scuole.provincia.tn.it,segr.liceo.maffei@scuole.provincia.tn.it,https://e.liceomaffei.it,TNPC01000Q,6,"

                
LICEO ""A. Maffei"" - RIVA DEL GARDA
            
",/Scuole/LICEO-A.-Maffei-RIVA-DEL-GARDA2,231
nan,nan,nan,Istituzione scolastica e formativa,GIUSEPPE GAMMINO,nan,"Via Benacense,
    
32 -
    
38068    
ROVERETO",+39 0464 420532,+39 0464 432707,ic.roveretosud@pec.provincia.tn.it,dir.ic.roveretosud@scuole.provincia.tn.it,segr.ic.roveretosud@scuole.provincia.tn.it,http://www.icroveretosud.eu,TNIC85500V,4,"

                
ISTITUTO COMPRENSIVO ROVERETO SUD
            
",/Scuole/ISTITUTO-COMPRENSIVO-ROVERETO-SUD2,232
nan,nan,nan,Istituzione scolastica e formativa,MASSIMO GABURRO,nan,"Via Chini,
    
31 -
    
38023    
CLES",+39 0463 421457,+39 0463 424830,ic.cles@pec.provincia.tn.it,dir.ic.cles@scuole.provincia.tn.it,segr.ic.cles@scuole.provincia.tn.it,http://www.iccles.it,TNIC83100A,4,"

                
ISTITUTO COMPRENSIVO CLES ""B. Clesio""
            
",/Scuole/ISTITUTO-COMPRENSIVO-CLES-B.-Clesio2,233
nan,nan,nan,Istituzione scolastica e formativa,CHIARA MOTTER,nan,"Via Mattioli,
    
8 -
    
38122    
TRENTO",0461914499,0461915472,linguisticotrento@pec.provincia.tn.it,dir.linguisticotrento@scuole.provincia.tn.it,segr.linguisticotrento@scuole.provincia.tn.it,http://www.linguisticotrento.it,TNPS11000Q,1,"

                
LICEO LINGUISTICO ""S. M. Scholl"" - TRENTO
            
",/Scuole/LICEO-LINGUISTICO-S.-M.-Scholl-TRENTO2,234
nan,nan,nan,Istituzione scolastica e formativa,PAOLA BORTOLOTTI,nan,"Viale Damiano Chiesa,
    
10 -
    
38066    
RIVA DEL GARDA",+39 0464 553088,+39 0464 553088,riva1@pec.provincia.tn.it,dir.riva1@scuole.provincia.tn.it,segr.riva1@scuole.provincia.tn.it,http://www.riva1.it,TNIC841001,4,"

                
ISTITUTO COMPRENSIVO RIVA 1
            
",/Scuole/ISTITUTO-COMPRENSIVO-RIVA-12,235
nan,nan,nan,Istituzione scolastica e formativa,FRANCESCA BORROI,nan,"Viale Della Vittoria,
    
43 -
    
38068    
ROVERETO",+39 0464 431515,+39 0464 489616,ic.isera-rovereto@pec.provincia.tn.it,dir.ic.isera_rovereto@scuole.provincia.tn.it,segr.ic.isera_rovereto@scuole.provincia.tn.it,http://www.isera-rovereto.it,TNIC845008,3,"

                
ISTITUTO COMPRENSIVO ISERA - ROVERETO
            
",/Scuole/ISTITUTO-COMPRENSIVO-ISERA-ROVERETO2,236
nan,nan,nan,Istituzione scolastica e formativa,MICHELE ROSA,nan,"Corso Rosmini,
    
86 -
    
38068    
ROVERETO",+39 0464 433709,+39 0464 450456,ic.roveretoest@pec.provincia.tn.it,dir.ic.roveretoest@scuole.provincia.tn.it,segr.ic.roveretoest@scuole.provincia.tn.it,http://www.roveretoest.it,TNIC853007,5,"

                
ISTITUTO COMPRENSIVO ROVERETO EST
            
",/Scuole/ISTITUTO-COMPRENSIVO-ROVERETO-EST2,237
SARA TONAZZOLI,suor Erminia Morelli,nan,Scuola dell'infanzia,nan,nan,"Piazza S Teresa Verzeri,
    
4 -
    
38122    
TRENTO",0461-981465,nan,materna@istitutosacrocuore.it,nan,nan,nan,nan,1,"

                
Scuola dell'infanzia di Trento  ""Sacro Cuore""
            
",/Scuole/Scuola-dell-infanzia-di-Trento-Sacro-Cuore3,238
ANNARITA CAPPELLETTI,nan,nan,Circolo di coordinamento pedagogico,nan,nan,"Via Circonvallazione,
    
65 -
    
38079    
TIONE DI TRENTO",+39 0461 493385,+39 0461 493389,circolo.coordinamento08@provincia.tn.it,nan,circolo.coordinamento08@provincia.tn.it,nan,nan,9,"

                
Circolo di coordinamento n. 8
            
",/Scuole/Circolo-di-coordinamento-n.-82,239
MARTINA BASSETI,nan,nan,Circolo di coordinamento pedagogico,nan,nan,"Via Gilli,
    
3 -
    
38121    
TRENTO",+39 0461 496955,+39 0461 497257,circolo.coordinamento05@provincia.tn.it,nan,circolo.coordinamento05@provincia.tn.it,nan,nan,8,"

                
Circolo di coordinamento n. 5
            
",/Scuole/Circolo-di-coordinamento-n.-54,240
SIMONETTA ERRIGO,nan,nan,Circolo di coordinamento pedagogico,nan,nan,"Via della Gana,
    
10 -
    
38027    
MALE'",+39 0461 491939,+39 0461 491940,circolo.coordinamento11@provincia.tn.it,nan,circolo.coordinamento11@provincia.tn.it,nan,nan,13,"

                
Circolo di coordinamento n. 11
            
",/Scuole/Circolo-di-coordinamento-n.-112,241
CHIARA NADALON,nan,nan,Circolo di coordinamento pedagogico,nan,nan,"Via Gilli,
    
3 -
    
38121    
TRENTO",+39 0461 496952,+39 0461 497257,circolo.coordinamento03@provincia.tn.it,nan,circolo.coordinamento03@provincia.tn.it,nan,nan,8,"

                
Circolo di coordinamento n. 3
            
",/Scuole/Circolo-di-coordinamento-n.-3,242
GINEVRA RELLA,nan,nan,Circolo di coordinamento pedagogico,nan,nan,"Viale Trento,
    
37/E -
    
38068    
ROVERETO",+39 0464 493114,+39 0464 493115,circolo.coordinamento10@provincia.tn.it,nan,circolo.coordinamento10@provincia.tn.it,nan,nan,8,"

                
Circolo di coordinamento n. 10
            
",/Scuole/Circolo-di-coordinamento-n.-102,243
FRANCESCA VARESCHI,nan,nan,Scuola dell'infanzia,nan,nan,"Via De Ferrari,
    
1 -
    
38061    
ALA",0464-674717,+39 0464 674717,ala.presidente@fpsm.tn.it,nan,ala.segretario@fpsm.tn.it,nan,nan,1,"

                
Scuola dell'infanzia di Ala
            
",/Scuole/Scuola-dell-infanzia-di-Ala2,244
nan,ALBERTO GALLI,nan,Scuola dell'infanzia,nan,nan,"Corso Verona,
    
109 -
    
38068    
ROVERETO",0464-432307,0464-400420,lizzanella.materna@associazionecoesi.com,nan,nan,nan,nan,1,"

                
Scuola dell'infanzia di Lizzanella
            
",/Scuole/Scuola-dell-infanzia-di-Lizzanella2,245
nan,nan,nan,Scuola dell'infanzia,nan,FRANCESCA PAROLARI,"Piazza Garbari,
    
5 -
    
38057    
PERGINE VALSUGANA",0461-502351,nan,info@asifchimelli.it,nan,nan,nan,nan,1,"

                
Scuola dell'infanzia di Pergine  ""G.B. Chimelli""
            
",/Scuole/Scuola-dell-infanzia-di-Pergine-G.B.-Chimelli2,246
nan,FRANCO ANTONINI,nan,Scuola dell'infanzia,nan,nan,"Viale Roma,
    
32 -
    
38066    
RIVA DEL GARDA",0464-552360,0464-560456,rivagiardino.materna@associazionecoesi.com,nan,nan,nan,nan,1,"

                
Scuola dell'infanzia di Riva ""Giardino""
            
",/Scuole/Scuola-dell-infanzia-di-Riva-Giardino2,247
nan,STEFANO TALASSI,nan,Scuola dell'infanzia,nan,nan,"Via Dei Colli,
    
4 -
    
38015    
LAVIS",0461-240366,0461-249078,lavis.materna@associazionecoesi.com,nan,nan,nan,nan,1,"

                
Scuola dell'infanzia di Lavis  ""Madre Maddalena di Canossa""
            
",/Scuole/Scuola-dell-infanzia-di-Lavis-Madre-Maddalena-di-Canossa2,248
nan,CHIARA ZONTINI,nan,Scuola dell'infanzia,nan,nan,"Salita Alla Bastia,
    
2 -
    
38089    
STORO",0465-685131,0465685131,lodrone.materna@associazionecoesi.com,nan,nan,nan,nan,1,"

                
Scuola dell'infanzia di Lodrone
            
",/Scuole/Scuola-dell-infanzia-di-Lodrone2,249
nan,PIER LUIGI SACCANI,nan,Scuola dell'infanzia,nan,nan,"Via Adamello,
    
2 -
    
38122    
TRENTO",0461-911027,0461-394133,s.antonio.materna@associazionecoesi.com,nan,nan,nan,nan,1,"

                
Scuola dell'infanzia di Trento ""S. Antonio""
            
",/Scuole/Scuola-dell-infanzia-di-Trento-S.-Antonio2,250
nan,nan,nan,Scuola dell'infanzia,nan,FRANCESCA PAROLARI,"Piazza di S Anna,
    
3 -
    
38057    
PERGINE VALSUGANA",+39 0461 502351,nan,info@asifchimelli.it,nan,nan,nan,nan,1,"

                
Scuola dell'infanzia di Roncogno di Pergine
            
",/Scuole/Scuola-dell-infanzia-di-Roncogno-di-Pergine2,251
PAOLA SANGIORGI,nan,nan,Scuola dell'infanzia,nan,nan,"Piazza Municipio,
    
2 -
    
38050    
CASTELNUOVO",0461-753637,nan,castelnuovo.presidente@fpsm.tn.it,nan,castelnuovo.segretario@fpsm.tn.it,nan,nan,1,"

                
Scuola dell'infanzia di Castelnuovo
            
",/Scuole/Scuola-dell-infanzia-di-Castelnuovo2,252
nan,MARCO MANICA,nan,Scuola dell'infanzia,nan,nan,"Via Alla Stazione,
    
2 -
    
38068    
ROVERETO",0464-943313,0464-943313,marco.materna@associazionecoesi.com,nan,nan,nan,nan,1,"

                
Scuola dell'infanzia di Marco Rovereto   ""G.e A. Rosmini Serbati""
            
",/Scuole/Scuola-dell-infanzia-di-Marco-Rovereto-G.e-A.-Rosmini-Serbati2,253
nan,ANNA DALDOSS,nan,Scuola dell'infanzia,nan,nan,"Via al Castel Romano - Ranzo - Vezzano,
    
29 -
    
38070    
VALLELAGHI",0461-844137,nan,ranzo.materna@associazionecoesi.com,nan,nan,nan,nan,1,"

                
Scuola dell'infanzia di Ranzo
            
",/Scuole/Scuola-dell-infanzia-di-Ranzo2,254
nan,MARCO SALVATERRA,nan,Scuola dell'infanzia,nan,nan,"Piazza Battisti,
    
4 -
    
38079    
TIONE DI TRENTO",+39 0465 321314,+39 0465 329714,tione.materna@associazionecoesi.com,nan,nan,nan,nan,1,"

                
Scuola dell'infanzia di Tione di Trento ""Don Giovanni Failoni""
            
",/Scuole/Scuola-dell-infanzia-di-Tione-di-Trento-Don-Giovanni-Failoni2,255
nan,ANTONIO GIRARDI,nan,Scuola dell'infanzia,nan,nan,"Via Francesco Ferruccio,
    
4 -
    
38122    
TRENTO",0461-237392,0461-237392,tambosi.materna@associazionecoesi.com,nan,nan,nan,nan,1,"

                
Scuola dell'infanzia di Trento  ""A. Tambosi""
            
",/Scuole/Scuola-dell-infanzia-di-Trento-A.-Tambosi,256
SARA DE ZOLT,nan,nan,Scuola dell'infanzia,nan,nan,"Via Gabrielli,
    
1 -
    
38037    
PREDAZZO",0462-501312,nan,predazzo.presidente@fpsm.tn.it,nan,predazzo.segretario@fpsm.tn.it,nan,nan,1,"

                
Scuola dell'infanzia di Predazzo
            
",/Scuole/Scuola-dell-infanzia-di-Predazzo2,257
nan,TULLIO MUSSI,nan,Scuola dell'infanzia,nan,nan,"Via Lucchi - Roncone,
    
1 -
    
38087    
SELLA GIUDICARIE",0465-901285,0465-901285,roncone.materna@associazionecoesi.com,nan,nan,nan,nan,1,"

                
Scuola dell'infanzia di Roncone  ""Mario Amistadi Sciavina""
            
",/Scuole/Scuola-dell-infanzia-di-Roncone-Mario-Amistadi-Sciavina2,258
ALESSANDRA BIANCHI,PIERLUIGI PIFFER,nan,Scuola dell'infanzia,nan,nan,"Via Gar,
    
1 -
    
38122    
TRENTO",0461-233744,0461-233744,segreteria@gbzanella.it,nan,nan,nan,nan,1,"

                
Scuola dell'infanzia di Trento ""G. B. Zanella ODV""
            
",/Scuole/Scuola-dell-infanzia-di-Trento-G.-B.-Zanella-ODV,259
