"Istituto Principale";Scuola;"Tipo Istituto";"Tipo Gestione";Dirigente;Direttore;"Coordinatore Pedagogico";Indirizzo;Comune;Telefono;Fax;"Email istituto";"Email dirigenza";"Email segreteria";"Sito web";"Codice MIUR"
"ISTITUTO DI ISTRUZIONE ""La Rosa Bianca"" - CAVALESE";"LICEO SCIENTIFICO";;"A carattere statale/provinciale";"MARCO FELICETTI";;;"Via Gandhi, 1 38033";CAVALESE;0462/341449;0462/248071;weisserose@pec.provincia.tn.it;dir.iicavalese@scuole.provincia.tn.it;segr.iicavalese@scuole.provincia.tn.it;www.scuolefiemme.tn.it;TNPS001015
"ISTITUTO DI ISTRUZIONE ""M. Curie"" - PERGINE VALSUGANA";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"TIZIANA GULLI";;;"Via S Pietro, 4 38057";"PERGINE VALSUGANA";0461/511397;0461/531743;curie@pec.provincia.tn.it;dir.curie.pergine@scuole.provincia.tn.it;segr.curie.pergine@scuole.provincia.tn.it;www.curiepergine.it;TNIS004006
"ISTITUTO DI ISTRUZIONE ""M. Curie"" - PERGINE VALSUGANA";"EDUCAZIONE PER ADULTI RELATIVA AL PRIMO CICLO";;"A carattere statale/provinciale";"TIZIANA GULLI";;;"Via S Pietro, 4 38057";"PERGINE VALSUGANA";0461/511397;0461/531743;curie@pec.provincia.tn.it;dir.curie.pergine@scuole.provincia.tn.it;segr.curie.pergine@scuole.provincia.tn.it;www.curiepergine.it;TNCT703003
"ISTITUTO DI ISTRUZIONE ""M. Curie"" - PERGINE VALSUGANA";"ISTITUTO TECNICO PER IL SETTORE ECONOMICO - LEVICO";;"A carattere statale/provinciale";"TIZIANA GULLI";;;"Viale Vittorio Emanuele, 5 38056";"LEVICO TERME";0461/706012;0461/531743;curie@pec.provincia.tn.it;dir.curie.pergine@scuole.provincia.tn.it;segr.curie.pergine@scuole.provincia.tn.it;www.curiepergine.it;TNRC004015
"ISTITUTO DI ISTRUZIONE ""M. Curie"" - PERGINE VALSUGANA";"ISTITUTO TECNICO PER IL SETTORE ECONOMICO - PERGINE";;"A carattere statale/provinciale";"TIZIANA GULLI";;;"VIA SAN PIETRO, 4 38057";"PERGINE VALSUGANA";0461/511397;0461/531743;curie@pec.provincia.tn.it;dir.curie.pergine@scuole.provincia.tn.it;segr.curie.pergine@scuole.provincia.tn.it;www.curiepergine.it;TNTD00401C
"ISTITUTO DI ISTRUZIONE ""M. Curie"" - PERGINE VALSUGANA";"ISTITUTO TECNICO PER IL SETTORE ECONOMICO SERALE";;"A carattere statale/provinciale";"TIZIANA GULLI";;;"Via S Pietro, 4 38057";"PERGINE VALSUGANA";0461/511397;0461/531743;curie@pec.provincia.tn.it;dir.curie.pergine@scuole.provincia.tn.it;segr.curie.pergine@scuole.provincia.tn.it;www.curiepergine.it;TNTD00450R
"ISTITUTO DI ISTRUZIONE ""M. Curie"" - PERGINE VALSUGANA";"ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO";;"A carattere statale/provinciale";"TIZIANA GULLI";;;"Via S Pietro, 4 38057";"PERGINE VALSUGANA";0461/511397;0461/531743;curie@pec.provincia.tn.it;dir.curie.pergine@scuole.provincia.tn.it;segr.curie.pergine@scuole.provincia.tn.it;www.curiepergine.it;TNTD00401C
"ISTITUTO DI ISTRUZIONE ""M. Curie"" - PERGINE VALSUGANA";"ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE";;"A carattere statale/provinciale";"TIZIANA GULLI";;;"Via S Pietro, 4 38057";"PERGINE VALSUGANA";0461/511397;0461/531743;curie@pec.provincia.tn.it;dir.curie.pergine@scuole.provincia.tn.it;segr.curie.pergine@scuole.provincia.tn.it;www.curiepergine.it;TNTD00450R
"ISTITUTO DI ISTRUZIONE ""M. Curie"" - PERGINE VALSUGANA";"LICEO DELLE SCIENZE UMANE";;"A carattere statale/provinciale";"TIZIANA GULLI";;;"Via S Pietro, 4 38057";"PERGINE VALSUGANA";0461/511397;0461/531743;curie@pec.provincia.tn.it;dir.curie.pergine@scuole.provincia.tn.it;segr.curie.pergine@scuole.provincia.tn.it;www.curiepergine.it;TNPS00401L
"ISTITUTO DI ISTRUZIONE ""M. Curie"" - PERGINE VALSUGANA";"LICEO DELLE SCIENZE UMANE OPZIONE ECONOMICO SOCIALE";;"A carattere statale/provinciale";"TIZIANA GULLI";;;"VIA SAN PIETRO, 4 38057";"PERGINE VALSUGANA";0461/511397;0461/531743;curie@pec.provincia.tn.it;dir.curie.pergine@scuole.provincia.tn.it;segr.curie.pergine@scuole.provincia.tn.it;www.curiepergine.it;TNPS00401L
"ISTITUTO DI ISTRUZIONE ""M. Curie"" - PERGINE VALSUGANA";"LICEO LINGUISTICO";;"A carattere statale/provinciale";"TIZIANA GULLI";;;"Via S Pietro, 4 38057";"PERGINE VALSUGANA";0461/511397;0461/531743;curie@pec.provincia.tn.it;dir.curie.pergine@scuole.provincia.tn.it;segr.curie.pergine@scuole.provincia.tn.it;www.curiepergine.it;TNPS00401L
"ISTITUTO DI ISTRUZIONE ""M. Curie"" - PERGINE VALSUGANA";"LICEO SCIENTIFICO";;"A carattere statale/provinciale";"TIZIANA GULLI";;;"Via S Pietro, 4 38057";"PERGINE VALSUGANA";0461/511397;0461/531743;curie@pec.provincia.tn.it;dir.curie.pergine@scuole.provincia.tn.it;segr.curie.pergine@scuole.provincia.tn.it;www.curiepergine.it;TNPS00401L
"ISTITUTO DI ISTRUZIONE ""M. Martini"" - MEZZOLOMBARDO";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"VALENTINA ZANOLLA";;;"Via Perlasca, 4 38017";MEZZOLOMBARDO;0461/601122;0461/601470;martini@pec.provincia.tn.it;dir.martini.mezzolombardo@scuole.provincia.tn.it;segr.martini.mezzolombardo@scuole.provincia.tn.it;www.martinomartini.eu;TNIS00300A
"ISTITUTO DI ISTRUZIONE ""M. Martini"" - MEZZOLOMBARDO";"EDUCAZIONE PER ADULTI RELATIVA AL PRIMO CICLO";;"A carattere statale/provinciale";"VALENTINA ZANOLLA";;;"Via Perlasca, 4 38017";MEZZOLOMBARDO;0461/601122;0461/601470;martini@pec.provincia.tn.it;dir.martini.mezzolombardo@scuole.provincia.tn.it;segr.martini.mezzolombardo@scuole.provincia.tn.it;www.martinomartini.eu;TNCT70400V
"ISTITUTO DI ISTRUZIONE ""M. Martini"" - MEZZOLOMBARDO";"ISTITUTO TECNICO PER IL SETTORE ECONOMICO";;"A carattere statale/provinciale";"VALENTINA ZANOLLA";;;"Via Perlasca, 4 38017";MEZZOLOMBARDO;0461/601122;0461/601470;martini@pec.provincia.tn.it;dir.martini.mezzolombardo@scuole.provincia.tn.it;segr.martini.mezzolombardo@scuole.provincia.tn.it;www.martinomartini.eu;TNTD00301L
"ISTITUTO DI ISTRUZIONE ""M. Martini"" - MEZZOLOMBARDO";"ISTITUTO TECNICO PER IL SETTORE ECONOMICO SERALE";;"A carattere statale/provinciale";"VALENTINA ZANOLLA";;;"Via Perlasca, 4 38017";MEZZOLOMBARDO;0461/601122;0461/601470;martini@pec.provincia.tn.it;dir.martini.mezzolombardo@scuole.provincia.tn.it;segr.martini.mezzolombardo@scuole.provincia.tn.it;www.martinomartini.eu;TNRC00350N
"ISTITUTO DI ISTRUZIONE ""M. Martini"" - MEZZOLOMBARDO";"ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO";;"A carattere statale/provinciale";"VALENTINA ZANOLLA";;;"Via Perlasca, 4 38017";MEZZOLOMBARDO;0461/601122;0461/601470;martini@pec.provincia.tn.it;dir.martini.mezzolombardo@scuole.provincia.tn.it;segr.martini.mezzolombardo@scuole.provincia.tn.it;www.martinomartini.eu;TNTD00301L
"ISTITUTO DI ISTRUZIONE ""M. Martini"" - MEZZOLOMBARDO";"LICEO DELLE SCIENZE UMANE OPZIONE ECONOMICO SOCIALE";;"A carattere statale/provinciale";"VALENTINA ZANOLLA";;;"Via Perlasca, 4 38017";MEZZOLOMBARDO;0461/601122;0461/601470;martini@pec.provincia.tn.it;dir.martini.mezzolombardo@scuole.provincia.tn.it;segr.martini.mezzolombardo@scuole.provincia.tn.it;www.martinomartini.eu;TNPS00301R
"Circolo di coordinamento n. 4";"Scuola dell'Infanzia di Trento  Ravina  ""Girotondo""";;"A carattere statale/provinciale";;;"RITA FERENZENA";"Via Per Belvedere, 8 38123";TRENTO;0461/922216;0461/496950;scuolainfanzia.ravina@scuole.provincia.tn.it;;circolo.coordinamento04@provincia.tn.it;;
"Circolo di coordinamento n. 4";"Scuola dell'Infanzia di Trento  Romagnano  ""Gli Gnomi del Bosco""";;"A carattere statale/provinciale";;;"RITA FERENZENA";"Via Delle Prede, 2 38123";TRENTO;0461/349153;0461/496950;scuolainfanzia.romagnano@scuole.provincia.tn.it;;circolo.coordinamento04@provincia.tn.it;;
"Circolo di coordinamento n. 4";"Scuola dell'Infanzia di Trento S.Giuseppe   ""Maso Ginocchio - Collodi""";;"A carattere statale/provinciale";;;"RITA FERENZENA";"Via Giusti, 56 38122";TRENTO;0461/930042;0461/496950;scuolainfanzia.sangiuseppe@scuole.provincia.tn.it;;circolo.coordinamento04@provincia.tn.it;;
"Circolo di coordinamento n. 6";;"Circolo di coordinamento pedagogico";"A carattere statale/provinciale";;;"KATIA PEGORETTI";"Via Gilli, 3 38121";TRENTO;0461/496956;0461/499283;circolo.coordinamento06@provincia.tn.it;;circolo.coordinamento06@provincia.tn.it;;
"Circolo di coordinamento n. 6";"Scuola dell'Infanzia di Giovo  ""Il Pellicano""";;"A carattere statale/provinciale";;;"KATIA PEGORETTI";"Via Delle Scuole, 9 38030";GIOVO;0461/684978;0461/499283;scuolainfanzia.paludigiovo@scuole.provincia.tn.it;;circolo.coordinamento06@provincia.tn.it;;
"Circolo di coordinamento n. 6";"Scuola dell'Infanzia di Grumes";;"A carattere statale/provinciale";;;"KATIA PEGORETTI";"Piazza Municipio - Grumes, 10 38030";ALTAVALLE;0461/685022;0461/499283;scuolainfanzia.grumes@scuole.provincia.tn.it;;circolo.coordinamento06@provincia.tn.it;;
"Circolo di coordinamento n. 6";"Scuola dell'Infanzia di Trento  Martignano  ""Arcobaleno""";;"A carattere statale/provinciale";;;"KATIA PEGORETTI";"Via Alla Formigheta, 4 38121";TRENTO;0461/830411;0461/499283;scuolainfanzia.martignano@scuole.provincia.tn.it;;circolo.coordinamento06@provincia.tn.it;;
"Circolo di coordinamento n. 6";"Scuola dell'Infanzia di Trento  Meano  ""M. R. Giobatta Partelloni""";;"A carattere statale/provinciale";;;"KATIA PEGORETTI";"Via Delle Sugarine, 38 38121";TRENTO;0461/991187;0461/499283;scuolainfanzia.meano@scuole.provincia.tn.it;;circolo.coordinamento06@provincia.tn.it;;
"Circolo di coordinamento n. 6";"Scuola dell'Infanzia di Trento  Melta di Gardolo  ""Il girasole""";;"A carattere statale/provinciale";;;"KATIA PEGORETTI";"Localita Melta, 14 38121";TRENTO;0461/991622;0461/499283;scuolainfanzia.melta@scuole.provincia.tn.it;;circolo.coordinamento06@provincia.tn.it;;
"Circolo di coordinamento n. 6";"Scuola dell'Infanzia di Trento  Solteri  ""Il Quadrifoglio""";;"A carattere statale/provinciale";;;"KATIA PEGORETTI";"Via Dei Solteri, 24 38121";TRENTO;0461/821343;0461/499283;scuolainfanzia.solteri@scuole.provincia.tn.it;;circolo.coordinamento06@provincia.tn.it;;
"Circolo di coordinamento n. 6";"Scuola dell'Infanzia di Zambana ""Girotondo""";;"A carattere statale/provinciale";;;"KATIA PEGORETTI";"Via Conti Spaur, 2 38010";"TERRE D'ADIGE";0461/241060;0461/499283;scuolainfanzia.zambana@scuole.provincia.tn.it;;circolo.coordinamento06@provincia.tn.it;;
"Circolo di coordinamento n. 7";;"Circolo di coordinamento pedagogico";"A carattere statale/provinciale";;;"LAURA BERTOLDI";"Via Filos, 2 38017";MEZZOLOMBARDO;0461/494331;0461/494334;circolo.coordinamento07@provincia.tn.it;;circolo.coordinamento07@provincia.tn.it;;
"Circolo di coordinamento n. 7";"Scuola dell'Infanzia di Cavedago  ""L'albero azzurro""";;"A carattere statale/provinciale";;;"LAURA BERTOLDI";"Piazza S Lorenzo, 2 38010";CAVEDAGO;0461/654340;0461/494334;scuolainfanzia.cavedago@scuole.provincia.tn.it;;circolo.coordinamento07@provincia.tn.it;;
"Circolo di coordinamento n. 7";"Scuola dell'Infanzia di Cles  ""Casa del sole""";;"A carattere statale/provinciale";;;"LAURA BERTOLDI";"Via Dallafior, 36 38023";CLES;0463/421760;0461/494334;scuolainfanzia.cles@scuole.provincia.tn.it;;circolo.coordinamento07@provincia.tn.it;;
"Circolo di coordinamento n. 7";"Scuola dell'Infanzia di Cunevo";;"A carattere statale/provinciale";;;"LAURA BERTOLDI";"Via Delle Scuole - Cunevo, 6 38010";CONTÁ;0461/652520;0461/494334;scuolainfanzia.cunevo@scuole.provincia.tn.it;;circolo.coordinamento07@provincia.tn.it;;
"Circolo di coordinamento n. 7";"Scuola dell'Infanzia di Fai Paganella";;"A carattere statale/provinciale";;;"LAURA BERTOLDI";"Via Villa, 43 38010";"FAI DELLA PAGANELLA";0461/583360;0461/494334;scuolainfanzia.fai@scuole.provincia.tn.it;;circolo.coordinamento07@provincia.tn.it;;
"Circolo di coordinamento n. 7";"Scuola dell'Infanzia di Rallo di Tassullo  ""Nuovo germoglio""";;"A carattere statale/provinciale";;;"LAURA BERTOLDI";"Via Fratelli Pinamonti - Rallo - Tassullo,   38019";"VILLE D'ANAUNIA";0463/451568;0461/494334;scuolainfanzia.rallo@scuole.provincia.tn.it;;circolo.coordinamento07@provincia.tn.it;;
"Circolo di coordinamento n. 7";"Scuola dell'Infanzia di Revò ""I girasoli""";;"A carattere statale/provinciale";;;"LAURA BERTOLDI";"Via Canestrini, 9/A 38028";NOVELLA;0463/431044;0461/494334;scuolainfanzia.revo@scuole.provincia.tn.it;;circolo.coordinamento07@provincia.tn.it;;
"Circolo di coordinamento n. 7";"Scuola dell'Infanzia di Roverè della Luna";;"A carattere statale/provinciale";;;"LAURA BERTOLDI";"Via Villotta, 10 38030";"ROVERE' DELLA LUNA";0461/658519;0461/494334;scuolainfanzia.roveredellaluna@scuole.provincia.tn.it;;circolo.coordinamento07@provincia.tn.it;;
"Circolo di coordinamento n. 7";"Scuola dell'Infanzia di S.Michele all' Adige  ""Il Germoglio""";;"A carattere statale/provinciale";;;"LAURA BERTOLDI";"Via Biasi, 1/D 38010";"SAN MICHELE ALL'ADIGE";0461/662154;0461/494334;scuolainfanzia.sanmichele@scuole.provincia.tn.it;;circolo.coordinamento07@provincia.tn.it;;
"Circolo di coordinamento n. 7";"Scuola dell'Infanzia di Sporminore ""Fratelli Remondini""";;"A carattere statale/provinciale";;;"LAURA BERTOLDI";"Piazza Anaunia, 2 38010";SPORMINORE;0461/641186;0461/494334;scuolainfanzia.sporminore@scuole.provincia.tn.it;;circolo.coordinamento07@provincia.tn.it;;
"Circolo di coordinamento n. 7";"Scuola dell'Infanzia di Vervò  ""Il bosco degli gnomi""";;"A carattere statale/provinciale";;;"LAURA BERTOLDI";"Via Castel Vervassium - Vervo, 7 38012";PREDAIA;0463/463314;0461/494334;scuolainfanzia.vervo@scuole.provincia.tn.it;;circolo.coordinamento07@provincia.tn.it;;
"Circolo di coordinamento n. 9";;"Circolo di coordinamento pedagogico";"A carattere statale/provinciale";;;"MILENA ENDRIZZI";"Viale Trento, 37/E 38068";ROVERETO;0464/493116;0464/493117;circolo.coordinamento09@provincia.tn.it;;circolo.coordinamento09@provincia.tn.it;;
"Circolo di coordinamento n. 9";"Scuola dell'Infanzia di Rovereto Fucine";;"A carattere statale/provinciale";;;"MILENA ENDRIZZI";"Via Volta, 1 38068";ROVERETO;0464/420477;0464/493117;scuolainfanzia.fucine@scuole.provincia.tn.it;;circolo.coordinamento09@provincia.tn.it;;
"Circolo di coordinamento n. 9";"Scuola dell'Infanzia di Rovereto Lizzana  ""Girogirotondo""";;"A carattere statale/provinciale";;;"MILENA ENDRIZZI";"Via Livenza, 27 38068";ROVERETO;"0464 437839";0464/493117;scuolainfanzia.livenza@scuole.provincia.tn.it;;circolo.coordinamento09@provincia.tn.it;;
"Circolo di coordinamento n. 9";"Scuola dell'Infanzia di Rovereto Rione Sud  ""Il giardino incantato""";;"A carattere statale/provinciale";;;"MILENA ENDRIZZI";"Via Venezia, 11 38068";ROVERETO;"0464 431163";0464/493117;scuolainfanzia.rionesud@scuole.provincia.tn.it;;circolo.coordinamento09@provincia.tn.it;;
"Circolo di coordinamento n. 9";"Scuola dell'Infanzia di Rovereto San Giorgio   ""Don A. Rossaro""";;"A carattere statale/provinciale";;;"MILENA ENDRIZZI";"Via Telani, 4 38068";ROVERETO;"0464 433713";0464/493117;scuolainfanzia.sangiorgio@scuole.provincia.tn.it;;circolo.coordinamento09@provincia.tn.it;;
"Centro Formazione Professionale ENAIP - Arco";"SETTORE INDUSTRIA E ARTIGIANATO";;Paritaria/equiparata;;"DIEGO FREO";;"Via Gazzoletti, 8 38062";ARCO;0464/516465;0464/516497;cfp.arco@pec.it;;cfp.arco@enaip.tn.it;www.enaiptrentino.it;TNFP249STA
"SCUOLA PARITARIA LA VELA - FONDAZIONE FAMIGLIA MATERNA - ROVERETO";"SCUOLA PRIMARIA ""LA VELA"" ROVERETO";;Paritaria/equiparata;"VALENTINA DANTE";;;"Via Saibanti, 6 38068";ROVERETO;0464/434047;;segreteria@lavela.famigliamaterna.it;direzione@lavela.famigliamaterna.it;segreteria@scuolalavela.it;www.scuolalavela.it;TN1E00700T
"SCUOLA PARITARIA LA VELA - FONDAZIONE FAMIGLIA MATERNA - ROVERETO";;"Istituzione scolastica e formativa";Paritaria/equiparata;"VALENTINA DANTE";;;"Via Saibanti, 6 38068";ROVERETO;0464/434047;;segreteria@lavela.famigliamaterna.it;direzione@lavela.famigliamaterna.it;segreteria@scuolalavela.it;www.scuolalavela.it;
"Istituto Formazione Professionale Alberghiero - Rovereto";"SETTORE SERVIZI";;"A carattere statale/provinciale";"ANDREA SCHELFI";"CAZZANI DANIELA";;"Viale Dei Colli, 17 38068";ROVERETO;0464/439164;0464/435851;ifpa.rovereto@pec.provincia.tn.it;dir.ifpa.rovereto@scuole.provincia.tn.it;segr.ifpa.rovereto@scuole.provincia.tn.it;www.alberghierorovereto.it;TNCF011001
"Istituto Formazione Professionale Alberghiero - Rovereto";"SETTORE SERVIZI SERALE";;"A carattere statale/provinciale";"ANDREA SCHELFI";"CAZZANI DANIELA";;"Viale Dei Colli, 17 38068";ROVERETO;0464/439164;0464/435851;ifpa.rovereto@pec.provincia.tn.it;dir.ifpa.rovereto@scuole.provincia.tn.it;segr.ifpa.rovereto@scuole.provincia.tn.it;www.alberghierorovereto.it;
"SCUOLA PARITARIA LA VELA - FONDAZIONE FAMIGLIA MATERNA - ROVERETO";"SCUOLA SECONDARIA DI PRIMO GRADO ""LA VELA"" ROVERETO";;Paritaria/equiparata;"VALENTINA DANTE";;;"Via Saibanti, 6 38068";ROVERETO;0464/435746;;amministrazione@scuolalavela.it;direzione@lavela.famigliamaterna.it;segreteria@scuolalavela.it;www.scuolalavela.it;TN1M00900P
"Centro Formazione Professionale Opera Armida Barelli - Levico";"SETTORE SERVIZI";;Paritaria/equiparata;"BERNARDO ZANONER";"CHIARA BERTOLINI";;"Viale Roma, 61 38056";"LEVICO TERME";0461/706145;0461/701940;cfplevico@pec.operaarmidabarelli.org;;cfplevico@operaarmidabarelli.org;www.operaarmidabarelli.org;TNFP272STA
"ISTITUTO COMPRENSIVO VILLA LAGARINA";"SCUOLA SECONDARIA DI PRIMO GRADO ""A. FRANK"" VILLA LAGARINA";;"A carattere statale/provinciale";"TIZIANA CHEMOTTI";;;"Via Stockstadt Am Rhein, 3 38060";"VILLA LAGARINA";0464/411312;0464/411705;ic.villalagarina@pec.provincia.tn.it;dir.ic.villalagarina@scuole.provincia.tn.it;segr.ic.villalagarina@scuole.provincia.tn.it;www.icvillalagarina.it;TNMM846015
"ISTITUTO COMPRENSIVO VILLA LAGARINA";"SCUOLA PRIMARIA ""P. LODRON"" VILLA LAGARINA";;"A carattere statale/provinciale";"TIZIANA CHEMOTTI";;;"Via Stockstadt Am Rhein, 9 38060";"VILLA LAGARINA";0464/411312;0464/411705;ic.villalagarina@pec.provincia.tn.it;dir.ic.villalagarina@scuole.provincia.tn.it;segr.ic.villalagarina@scuole.provincia.tn.it;www.icvillalagarina.it;TNEE846038
"Centro Formazione Professionale UPT - Borgo Valsugana";"SETTORE SERVIZI";;Paritaria/equiparata;;"WALTER IORI";;"Via Borsieri, 2 38122";TRENTO;0461/987180;0461/233877;cfp-upt@pec.it;;segreteria.sede@cfp-upt.it;www.cfp-upt.it;
"Centro Formazione Professionale UPT - Borgo Valsugana";;"Istituzione scolastica e formativa";Paritaria/equiparata;;"WALTER IORI";;"Via Giovanni Prati, 22 38122";TRENTO;0461/987180;0461/233877;cfp-upt@pec.it;;segreteria.sede@cfp-upt.it;www.cfp-upt.it;
"Istituto Formazione Professionale Alberghiero - Levico";"SETTORE INDUSTRIA E ARTIGIANATO";;"A carattere statale/provinciale";"FEDERICO SAMADEN";;;"Via Ziehl, 5 38056";"LEVICO TERME";0461/706294;0461/702025;ifpa.levicoterme@pec.provincia.tn.it;dir.ifpa.levicoterme@scuole.provincia.tn.it;segr.ifpa.levicoterme@scuole.provincia.tn.it;www.alberghierolevico.it;TNCF010001
"Istituto Formazione Professionale Alberghiero - Levico";"SETTORE SERVIZI SERALE";;"A carattere statale/provinciale";"FEDERICO SAMADEN";"TARGA WALTER";;"Via Ziehl, 5 38056";"LEVICO TERME";0461/706294;0461/702025;ifpa.levicoterme@pec.provincia.tn.it;dir.ifpa.levicoterme@scuole.provincia.tn.it;segr.ifpa.levicoterme@scuole.provincia.tn.it;www.alberghierolevico.it;
"ISTITUTO COMPRENSIVO DI SCUOLA PRIMARIA E SECONDARIA DI PRIMIERO";"ISTITUTO TECNICO PER IL SETTORE ECONOMICO";;"A carattere statale/provinciale";"MARIA PRODI";;;"Via Delle Fonti - Transacqua, 10 38054";"PRIMIERO SAN MARTINO DI CASTROZZA";0439/62435;0439/762466;ic.primiero@pec.provincia.tn.it;dir.icprimiero@scuole.provincia.tn.it;segr.icprimiero@scuole.provincia.tn.it;www.scuoleprimiero.it;TNTD170007
"ISTITUTO COMPRENSIVO DI SCUOLA PRIMARIA E SECONDARIA DI PRIMIERO";"ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO";;"A carattere statale/provinciale";"MARIA PRODI";;;"Via Delle Fonti - Transacqua, 10 38054";"PRIMIERO SAN MARTINO DI CASTROZZA";0439/62435;0439/762466;ic.primiero@pec.provincia.tn.it;dir.icprimiero@scuole.provincia.tn.it;segr.icprimiero@scuole.provincia.tn.it;www.scuoleprimiero.it;TNTD170007
"ISTITUTO COMPRENSIVO DI SCUOLA PRIMARIA E SECONDARIA DI PRIMIERO";"LICEO SCIENTIFICO OPZIONE SCIENZE APPLICATE";;"A carattere statale/provinciale";"MARIA PRODI";;;"Via Delle Fonti - Transacqua, 10 38054";"PRIMIERO SAN MARTINO DI CASTROZZA";0439/62435;0439/762466;ic.primiero@pec.provincia.tn.it;dir.icprimiero@scuole.provincia.tn.it;segr.icprimiero@scuole.provincia.tn.it;www.scuoleprimiero.it;TNPS100005
"ISTITUTO COMPRENSIVO MORI";"SCUOLA PRIMARIA RONZO CHIENIS";;"A carattere statale/provinciale";"MASSIMILIANO LATINO";;;"Via Del Car, 38 38060";RONZO-CHIENIS;0464/918669;;ic.mori@pec.provincia.tn.it;dir.ic.mori@scuole.provincia.tn.it;segr.ic.mori@scuole.provincia.tn.it;www.icmori.it/;TNEE84903Q
"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""G. Floriani"" - RIVA DEL GARDA";"ISTITUTO TECNICO PER IL SETTORE ECONOMICO SERALE";;"A carattere statale/provinciale";"PAOLO CHINCARINI";;;"Viale Dei Tigli, 43 38066";"RIVA DEL GARDA";0464/578511;0464/578555;floriani@pec.provincia.tn.it;dir.istitutofloriani@scuole.provincia.tn.it;segr.istitutofloriani@scuole.provincia.tn.it;www.g-floriani.it;TNTD008515
"Istituto Formazione Professionale Servizi alla Persona e Legno ""S. Pertini"" - Trento";"SETTORE INDUSTRIA E ARTIGIANATO SERALE";;"A carattere statale/provinciale";"MARIA RITA MAGISTRO";"DELUCA ENZO";;"Via Asiago, 14 38123";TRENTO;0461/933147;0461/931682;ifp.trento@pec.provincia.tn.it;ifp.trento@scuole.provincia.tn.it;ifp.trento@scuole.provincia.tn.it;https://ifpsandropertinitrento.it;
"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""G. Floriani"" - RIVA DEL GARDA";"ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE";;"A carattere statale/provinciale";"PAOLO CHINCARINI";;;"Viale Dei Tigli, 43 38066";"RIVA DEL GARDA";0464/578511;0464/578555;floriani@pec.provincia.tn.it;dir.istitutofloriani@scuole.provincia.tn.it;segr.istitutofloriani@scuole.provincia.tn.it;www.g-floriani.it;TNTD008515
"ISTITUTO COMPRENSIVO BASSA ANAUNIA - TUENNO";"SCUOLA SECONDARIA DI PRIMO GRADO ""E. Leonardi"" TUENNO";;"A carattere statale/provinciale";"LICIA CAMPI";;;"Via Maistrelli - Tuenno, 11 38019";"VILLE D'ANAUNIA";0461/655783;0461/655783;ic.bassaanaunia@pec.provincia.tn.it;dir.ic.bassaanauniatuenno@scuole.provincia.tn.it;segr.ic.denno@scuole.provincia.tn.it;www.icbassaanauniatuenno.it;TNMM82902C
"ISTITUTO COMPRENSIVO TRENTO 7 ""Rita Levi Montalcini""";"SCUOLA PRIMARIA ""E. DECARLI"" MEANO";;"A carattere statale/provinciale";"NICOLA PARZIAN";;;"Via Delle Tre Croci, 40 38121";TRENTO;0461/990287;0461/994418;ic.trento7@pec.provincia.tn.it;dir.ic.tn7@scuole.provincia.tn.it;segr.ic.tn7@scuole.provincia.tn.it;www.trento7.it;TNEE85101N
"Istituto Formazione Professionale Servizi alla Persona e Legno ""S. Pertini"" - Trento";"SETTORE SERVIZI SERALE";;"A carattere statale/provinciale";"MARIA RITA MAGISTRO";"DELUCA ENZO";;"Viale Verona, 141 38123";TRENTO;0461/933147;0461/931682;ifp.trento@pec.provincia.tn.it;ifp.trento@scuole.provincia.tn.it;ifp.trento@scuole.provincia.tn.it;https://ifpsandropertinitrento.it;
"ISTITUTO COMPRENSIVO DI SCUOLA PRIMARIA E SECONDARIA DI PRIMIERO";"SCUOLA PRIMARIA MEZZANO";;"A carattere statale/provinciale";"MARIA PRODI";;;"Via Iv Novembre, 13 38050";MEZZANO;0439/62435;0439/762466;ic.primiero@pec.provincia.tn.it;dir.icprimiero@scuole.provincia.tn.it;segr.icprimiero@scuole.provincia.tn.it;www.scuoleprimiero.it;TNEE81003D
"ISTITUTO COMPRENSIVO TRENTO 7 ""Rita Levi Montalcini""";"SCUOLA PRIMARIA ""PIGARELLI"" GARDOLO TRENTO";;"A carattere statale/provinciale";"NICOLA PARZIAN";;;"Via IV Novembre, 42/1 38121";TRENTO;0461/990287;0461/994418;ic.trento7@pec.provincia.tn.it;dir.ic.tn7@scuole.provincia.tn.it;segr.ic.tn7@scuole.provincia.tn.it;www.trento7.it;TNEE85103Q
