,tipo_instituto,indirizzo,telefono,fax,email_istituto,email_dirigenza,email_segreteria,sito_web,miur_code,numero_plessi_scuole,nome_istituto,id_istituto,id_number
225,Istituzione scolastica e formativa,"Via Giovanni XXIII,
    
64 -
    
38065    
MORI",+39 0464 918669,,ic.mori@pec.provincia.tn.it,dir.ic.mori@scuole.provincia.tn.it,segr.ic.mori@scuole.provincia.tn.it,http://www.icmori.it/,TNIC84900G,3,"

                
ISTITUTO COMPRENSIVO MORI
            
",/Scuole/ISTITUTO-COMPRENSIVO-MORI,225
226,Istituzione scolastica e formativa,"Viale Dei Tigli,
    
43 -
    
38066    
RIVA DEL GARDA",+39 0464 578511,+39 0464 578555,floriani@pec.provincia.tn.it,dir.istitutofloriani@scuole.provincia.tn.it,segr.istitutofloriani@scuole.provincia.tn.it,http://www.g-floriani.it,TNIS00800D,5,"

                
ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""G. Floriani"" - RIVA DEL GARDA
            
",/Scuole/ISTITUTO-TECNICO-ECONOMICO-E-TECNOLOGICO-G.-Floriani-RIVA-DEL-GARDA2,226
227,Istituzione scolastica e formativa,"Viale Verona,
    
141 -
    
38123    
TRENTO",+39 0461 933147,+39 0461 931682,ifp.trento@pec.provincia.tn.it,ifp.trento@scuole.provincia.tn.it,ifp.trento@scuole.provincia.tn.it,https://ifpsandropertinitrento.it,TNCF012001,4,"

                
Istituto Formazione Professionale Servizi alla Persona e Legno ""S. Pertini"" - Trento
            
",/Scuole/Istituto-Formazione-Professionale-Servizi-alla-Persona-e-Legno-S.-Pertini-Trento,227
228,Istituzione scolastica e formativa,"Via Colle Verde,
    
3 -
    
38010    
DENNO",+39 0461 655783,+39 0461 655783,ic.bassaanaunia@pec.provincia.tn.it,dir.ic.bassaanauniatuenno@scuole.provincia.tn.it,segr.ic.denno@scuole.provincia.tn.it,http://www.icbassaanauniatuenno.it,TNIC82900A,8,"

                
ISTITUTO COMPRENSIVO BASSA ANAUNIA - TUENNO
            
",/Scuole/ISTITUTO-COMPRENSIVO-BASSA-ANAUNIA-TUENNO212,228
229,Istituzione scolastica e formativa,"Via IV Novembre,
    
35/1 -
    
38121    
TRENTO",+39 0461 990287,+39 0461 994418,ic.trento7@pec.provincia.tn.it,dir.ic.tn7@scuole.provincia.tn.it,segr.ic.tn7@scuole.provincia.tn.it,http://www.trento7.it,TNIC85100G,5,"

                
ISTITUTO COMPRENSIVO TRENTO 7 ""Rita Levi Montalcini""
            
",/Scuole/ISTITUTO-COMPRENSIVO-TRENTO-7-Rita-Levi-Montalcini,229
230,Istituzione scolastica e formativa,"Via Balista,
    
6 -
    
38068    
ROVERETO",+39 0464 485511,+39 0464 485550,donmilani@pec.provincia.tn.it,dir.donmilani@scuole.provincia.tn.it,segr.donmilani@scuole.provincia.tn.it,http://www.domir.it,TNIS009009,5,"

                
ISTITUTO DI ISTRUZIONE ""don L.Milani"" - ROVERETO
            
",/Scuole/ISTITUTO-DI-ISTRUZIONE-don-L.Milani-ROVERETO2,230
231,Istituzione scolastica e formativa,"Via Alberti Lutti,
    
7 -
    
38066    
RIVA DEL GARDA",+39 0464 552316,+39 0464 552316,maffei@pec.provincia.tn.it,dir.liceo.maffei@scuole.provincia.tn.it,segr.liceo.maffei@scuole.provincia.tn.it,https://e.liceomaffei.it,TNPC01000Q,6,"

                
LICEO ""A. Maffei"" - RIVA DEL GARDA
            
",/Scuole/LICEO-A.-Maffei-RIVA-DEL-GARDA2,231
232,Istituzione scolastica e formativa,"Via Benacense,
    
32 -
    
38068    
ROVERETO",+39 0464 420532,+39 0464 432707,ic.roveretosud@pec.provincia.tn.it,dir.ic.roveretosud@scuole.provincia.tn.it,segr.ic.roveretosud@scuole.provincia.tn.it,http://www.icroveretosud.eu,TNIC85500V,4,"

                
ISTITUTO COMPRENSIVO ROVERETO SUD
            
",/Scuole/ISTITUTO-COMPRENSIVO-ROVERETO-SUD2,232
233,Istituzione scolastica e formativa,"Via Chini,
    
31 -
    
38023    
CLES",+39 0463 421457,+39 0463 424830,ic.cles@pec.provincia.tn.it,dir.ic.cles@scuole.provincia.tn.it,segr.ic.cles@scuole.provincia.tn.it,http://www.iccles.it,TNIC83100A,4,"

                
ISTITUTO COMPRENSIVO CLES ""B. Clesio""
            
",/Scuole/ISTITUTO-COMPRENSIVO-CLES-B.-Clesio2,233
234,Istituzione scolastica e formativa,"Via Mattioli,
    
8 -
    
38122    
TRENTO",0461914499,0461915472,linguisticotrento@pec.provincia.tn.it,dir.linguisticotrento@scuole.provincia.tn.it,segr.linguisticotrento@scuole.provincia.tn.it,http://www.linguisticotrento.it,TNPS11000Q,1,"

                
LICEO LINGUISTICO ""S. M. Scholl"" - TRENTO
            
",/Scuole/LICEO-LINGUISTICO-S.-M.-Scholl-TRENTO2,234
235,Istituzione scolastica e formativa,"Viale Damiano Chiesa,
    
10 -
    
38066    
RIVA DEL GARDA",+39 0464 553088,+39 0464 553088,riva1@pec.provincia.tn.it,dir.riva1@scuole.provincia.tn.it,segr.riva1@scuole.provincia.tn.it,http://www.riva1.it,TNIC841001,4,"

                
ISTITUTO COMPRENSIVO RIVA 1
            
",/Scuole/ISTITUTO-COMPRENSIVO-RIVA-12,235
236,Istituzione scolastica e formativa,"Viale Della Vittoria,
    
43 -
    
38068    
ROVERETO",+39 0464 431515,+39 0464 489616,ic.isera-rovereto@pec.provincia.tn.it,dir.ic.isera_rovereto@scuole.provincia.tn.it,segr.ic.isera_rovereto@scuole.provincia.tn.it,http://www.isera-rovereto.it,TNIC845008,3,"

                
ISTITUTO COMPRENSIVO ISERA - ROVERETO
            
",/Scuole/ISTITUTO-COMPRENSIVO-ISERA-ROVERETO2,236
237,Istituzione scolastica e formativa,"Corso Rosmini,
    
86 -
    
38068    
ROVERETO",+39 0464 433709,+39 0464 450456,ic.roveretoest@pec.provincia.tn.it,dir.ic.roveretoest@scuole.provincia.tn.it,segr.ic.roveretoest@scuole.provincia.tn.it,http://www.roveretoest.it,TNIC853007,5,"

                
ISTITUTO COMPRENSIVO ROVERETO EST
            
",/Scuole/ISTITUTO-COMPRENSIVO-ROVERETO-EST2,237
238,Scuola dell'infanzia,"Piazza S Teresa Verzeri,
    
4 -
    
38122    
TRENTO",0461-981465,,materna@istitutosacrocuore.it,,,,,1,"

                
Scuola dell'infanzia di Trento  ""Sacro Cuore""
            
",/Scuole/Scuola-dell-infanzia-di-Trento-Sacro-Cuore3,238
239,Circolo di coordinamento pedagogico,"Via Circonvallazione,
    
65 -
    
38079    
TIONE DI TRENTO",+39 0461 493385,+39 0461 493389,circolo.coordinamento08@provincia.tn.it,,circolo.coordinamento08@provincia.tn.it,,,9,"

                
Circolo di coordinamento n. 8
            
",/Scuole/Circolo-di-coordinamento-n.-82,239
240,Circolo di coordinamento pedagogico,"Via Gilli,
    
3 -
    
38121    
TRENTO",+39 0461 496955,+39 0461 497257,circolo.coordinamento05@provincia.tn.it,,circolo.coordinamento05@provincia.tn.it,,,8,"

                
Circolo di coordinamento n. 5
            
",/Scuole/Circolo-di-coordinamento-n.-54,240
241,Circolo di coordinamento pedagogico,"Via della Gana,
    
10 -
    
38027    
MALE'",+39 0461 491939,+39 0461 491940,circolo.coordinamento11@provincia.tn.it,,circolo.coordinamento11@provincia.tn.it,,,13,"

                
Circolo di coordinamento n. 11
            
",/Scuole/Circolo-di-coordinamento-n.-112,241
242,Circolo di coordinamento pedagogico,"Via Gilli,
    
3 -
    
38121    
TRENTO",+39 0461 496952,+39 0461 497257,circolo.coordinamento03@provincia.tn.it,,circolo.coordinamento03@provincia.tn.it,,,8,"

                
Circolo di coordinamento n. 3
            
",/Scuole/Circolo-di-coordinamento-n.-3,242
243,Circolo di coordinamento pedagogico,"Viale Trento,
    
37/E -
    
38068    
ROVERETO",+39 0464 493114,+39 0464 493115,circolo.coordinamento10@provincia.tn.it,,circolo.coordinamento10@provincia.tn.it,,,8,"

                
Circolo di coordinamento n. 10
            
",/Scuole/Circolo-di-coordinamento-n.-102,243
244,Scuola dell'infanzia,"Via De Ferrari,
    
1 -
    
38061    
ALA",0464-674717,+39 0464 674717,ala.presidente@fpsm.tn.it,,ala.segretario@fpsm.tn.it,,,1,"

                
Scuola dell'infanzia di Ala
            
",/Scuole/Scuola-dell-infanzia-di-Ala2,244
245,Scuola dell'infanzia,"Corso Verona,
    
109 -
    
38068    
ROVERETO",0464-432307,0464-400420,lizzanella.materna@associazionecoesi.com,,,,,1,"

                
Scuola dell'infanzia di Lizzanella
            
",/Scuole/Scuola-dell-infanzia-di-Lizzanella2,245
246,Scuola dell'infanzia,"Piazza Garbari,
    
5 -
    
38057    
PERGINE VALSUGANA",0461-502351,,info@asifchimelli.it,,,,,1,"

                
Scuola dell'infanzia di Pergine  ""G.B. Chimelli""
            
",/Scuole/Scuola-dell-infanzia-di-Pergine-G.B.-Chimelli2,246
247,Scuola dell'infanzia,"Viale Roma,
    
32 -
    
38066    
RIVA DEL GARDA",0464-552360,0464-560456,rivagiardino.materna@associazionecoesi.com,,,,,1,"

                
Scuola dell'infanzia di Riva ""Giardino""
            
",/Scuole/Scuola-dell-infanzia-di-Riva-Giardino2,247
248,Scuola dell'infanzia,"Via Dei Colli,
    
4 -
    
38015    
LAVIS",0461-240366,0461-249078,lavis.materna@associazionecoesi.com,,,,,1,"

                
Scuola dell'infanzia di Lavis  ""Madre Maddalena di Canossa""
            
",/Scuole/Scuola-dell-infanzia-di-Lavis-Madre-Maddalena-di-Canossa2,248
249,Scuola dell'infanzia,"Salita Alla Bastia,
    
2 -
    
38089    
STORO",0465-685131,0465685131,lodrone.materna@associazionecoesi.com,,,,,1,"

                
Scuola dell'infanzia di Lodrone
            
",/Scuole/Scuola-dell-infanzia-di-Lodrone2,249
250,Scuola dell'infanzia,"Via Adamello,
    
2 -
    
38122    
TRENTO",0461-911027,0461-394133,s.antonio.materna@associazionecoesi.com,,,,,1,"

                
Scuola dell'infanzia di Trento ""S. Antonio""
            
",/Scuole/Scuola-dell-infanzia-di-Trento-S.-Antonio2,250
251,Scuola dell'infanzia,"Piazza di S Anna,
    
3 -
    
38057    
PERGINE VALSUGANA",+39 0461 502351,,info@asifchimelli.it,,,,,1,"

                
Scuola dell'infanzia di Roncogno di Pergine
            
",/Scuole/Scuola-dell-infanzia-di-Roncogno-di-Pergine2,251
252,Scuola dell'infanzia,"Piazza Municipio,
    
2 -
    
38050    
CASTELNUOVO",0461-753637,,castelnuovo.presidente@fpsm.tn.it,,castelnuovo.segretario@fpsm.tn.it,,,1,"

                
Scuola dell'infanzia di Castelnuovo
            
",/Scuole/Scuola-dell-infanzia-di-Castelnuovo2,252
253,Scuola dell'infanzia,"Via Alla Stazione,
    
2 -
    
38068    
ROVERETO",0464-943313,0464-943313,marco.materna@associazionecoesi.com,,,,,1,"

                
Scuola dell'infanzia di Marco Rovereto   ""G.e A. Rosmini Serbati""
            
",/Scuole/Scuola-dell-infanzia-di-Marco-Rovereto-G.e-A.-Rosmini-Serbati2,253
254,Scuola dell'infanzia,"Via al Castel Romano - Ranzo - Vezzano,
    
29 -
    
38070    
VALLELAGHI",0461-844137,,ranzo.materna@associazionecoesi.com,,,,,1,"

                
Scuola dell'infanzia di Ranzo
            
",/Scuole/Scuola-dell-infanzia-di-Ranzo2,254
255,Scuola dell'infanzia,"Piazza Battisti,
    
4 -
    
38079    
TIONE DI TRENTO",+39 0465 321314,+39 0465 329714,tione.materna@associazionecoesi.com,,,,,1,"

                
Scuola dell'infanzia di Tione di Trento ""Don Giovanni Failoni""
            
",/Scuole/Scuola-dell-infanzia-di-Tione-di-Trento-Don-Giovanni-Failoni2,255
256,Scuola dell'infanzia,"Via Francesco Ferruccio,
    
4 -
    
38122    
TRENTO",0461-237392,0461-237392,tambosi.materna@associazionecoesi.com,,,,,1,"

                
Scuola dell'infanzia di Trento  ""A. Tambosi""
            
",/Scuole/Scuola-dell-infanzia-di-Trento-A.-Tambosi,256
257,Scuola dell'infanzia,"Via Gabrielli,
    
1 -
    
38037    
PREDAZZO",0462-501312,,predazzo.presidente@fpsm.tn.it,,predazzo.segretario@fpsm.tn.it,,,1,"

                
Scuola dell'infanzia di Predazzo
            
",/Scuole/Scuola-dell-infanzia-di-Predazzo2,257
258,Scuola dell'infanzia,"Via Lucchi - Roncone,
    
1 -
    
38087    
SELLA GIUDICARIE",0465-901285,0465-901285,roncone.materna@associazionecoesi.com,,,,,1,"

                
Scuola dell'infanzia di Roncone  ""Mario Amistadi Sciavina""
            
",/Scuole/Scuola-dell-infanzia-di-Roncone-Mario-Amistadi-Sciavina2,258
259,Scuola dell'infanzia,"Via Gar,
    
1 -
    
38122    
TRENTO",0461-233744,0461-233744,segreteria@gbzanella.it,,,,,1,"

                
Scuola dell'infanzia di Trento ""G. B. Zanella ODV""
            
",/Scuole/Scuola-dell-infanzia-di-Trento-G.-B.-Zanella-ODV,259
260,Scuola dell'infanzia,"Via Regolani,
    
4 -
    
38033    
CAVALESE",0462-341673,,cavalese.segretario@fpsm.tn.it,,cavalese.presidente@fpsm.tn.it,,,1,"

                
Scuola dell'infanzia di Cavalese
            
",/Scuole/Scuola-dell-infanzia-di-Cavalese3,260
261,Scuola dell'infanzia,"Via Re di Castello - Daone,
    
57 -
    
38080    
VALDAONE",0465-674060,,daone.materna@associazionecoesi.com,,,,,1,"

                
Scuola dell'infanzia di Daone
            
",/Scuole/Scuola-dell-infanzia-di-Daone2,261
262,Scuola dell'infanzia,"Via Marconi - Breguzzo,
    
5 -
    
38087    
SELLA GIUDICARIE",0465-901550,,breguzzo.bondo.materna@associazionecoesi.com,,,,,1,"

                
Scuola dell'infanzia di Breguzzo - Bondo  ""Giuseppina Bonazza""
            
",/Scuole/Scuola-dell-infanzia-di-Breguzzo-Bondo-Giuseppina-Bonazza2,262
263,Scuola dell'infanzia,"Via Brigata Mantova,
    
1 -
    
38068    
ROVERETO",0464-433395,,lizzana.materna@associazionecoesi.com,,,,,1,"

                
Scuola dell'infanzia di Lizzana
            
",/Scuole/Scuola-dell-infanzia-di-Lizzana2,263
264,Scuola dell'infanzia,"Via Damiano Chiesa,
    
79 -
    
38033    
CAVALESE",0462-340557,,cavalese.segretario@fpsm.tn.it,,cavalese.presidente@fpsm.tn.it,,,1,"

                
Scuola dell'infanzia di Masi di Cavalese
            
",/Scuole/Scuola-dell-infanzia-di-Masi-di-Cavalese3,264
265,Scuola dell'infanzia,"Piazza Italia,
    
8 -
    
38030    
ZIANO DI FIEMME",3703621992,,ziano.presidente@fpsm.tn.it,,ziano.segretario@fpsm.tn.it,,,1,"

                
Scuola dell'infanzia di Ziano di Fiemme
            
",/Scuole/Scuola-dell-infanzia-di-Ziano-di-Fiemme2,265
266,Istituzione scolastica e formativa,"Via Mach,
    
1 -
    
38098    
SAN MICHELE ALL'ADIGE",+39 0461 615213,+39 0461 615273,amministrazione.cif@pec.iasma.it,,segreteria.scuola@fmach.it,http://www.fmach.it,,2,"

                
FONDAZIONE EDMUND MACH - ISTITUTO AGRARIO SAN MICHELE ALL'ADIGE
            
",/Scuole/FONDAZIONE-EDMUND-MACH-ISTITUTO-AGRARIO-SAN-MICHELE-ALL-ADIGE2,266
267,Scuola dell'infanzia,"Via Ossanna,
    
3 -
    
38010    
DENNO",0461-655960,,denno.segretario@fpsm.tn.it,,denno.segretario@fpsm.tn.it,,,1,"

                
Scuola dell'infanzia di Denno
            
",/Scuole/Scuola-dell-infanzia-di-Denno2,267
268,Istituzione scolastica e formativa,"Via Di S Antonio,
    
1 -
    
38026    
OSSANA",+39 0463 751102,+39 0463 751987,cfp.ossana@pec.it,,cfp.ossana@enaip.tn.it,https://ossana.enaiptrentino.it/,,1,"

                
Centro Formazione Professionale ENAIP - Ossana
            
",/Scuole/Centro-Formazione-Professionale-ENAIP-Ossana2,268
269,Istituzione scolastica e formativa,"Via Giamaolle,
    
15 -
    
38051    
BORGO VALSUGANA",+39 0461 753037,+39 0461 752070,cfp.borgo@pec.it,,cfp.borgo@enaip.tn.it,https://borgo.enaiptrentino.it/,,1,"

                
Centro Formazione Professionale ENAIP - Borgo Valsugana
            
",/Scuole/Centro-Formazione-Professionale-ENAIP-Borgo-Valsugana2,269
270,Scuola dell'infanzia,"Via Fia,
    
20 -
    
38038    
TESERO",0462-813045,,tesero.presidente@fpsm.tn.it,,tesero.segretario@fpsm.tn.it,,,1,"

                
Scuola dell'infanzia di Tesero
            
",/Scuole/Scuola-dell-infanzia-di-Tesero2,270
271,Scuola dell'infanzia,"Via Monsignor Gosetti,
    
3 -
    
38060    
VILLA LAGARINA",0464-411101,,villalagarina.presidente@fpsm.tn.it,,villalagarina.segretario@fpsm.tn.it,,,1,"

                
Scuola dell'infanzia di Villa Lagarina
            
",/Scuole/Scuola-dell-infanzia-di-Villa-Lagarina2,271
